id,medicine_id,quantity,total,profit,order_id,created_at
54,512,3,33.42,11.79,24,2025-02-08T09:02:08
55,575,5,262.65,67.45,24,2025-02-08T09:02:08
56,506,5,406.70,133.30,24,2025-02-08T09:02:08
57,508,3,160.20,44.91,25,2026-04-06T18:24:24
58,544,4,53.12,19.12,25,2026-04-06T18:24:24
59,557,1,24.82,6.64,26,2025-03-28T17:11:06
60,548,5,234.10,49.55,26,2025-03-28T17:11:06
61,581,3,177.93,33.90,27,2025-10-17T15:03:09
62,572,6,190.62,46.86,27,2025-10-17T15:03:09
63,585,6,215.58,49.68,27,2025-10-17T15:03:09
64,575,5,374.30,92.35,27,2025-10-17T15:03:09
65,577,6,365.28,94.38,28,2025-05-25T14:22:05
66,549,6,480.24,116.16,28,2025-05-25T14:22:05
67,586,6,409.98,140.46,28,2025-05-25T14:22:05
68,524,5,169.75,42.85,29,2026-06-24T09:42:04
69,525,2,64.68,21.56,29,2026-06-24T09:42:04
70,538,2,170.00,35.86,29,2026-06-24T09:42:04
71,595,1,45.62,13.14,29,2026-06-24T09:42:04
72,521,5,77.40,19.75,30,2026-06-24T08:41:13
73,522,2,143.02,47.80,30,2026-06-24T08:41:13
74,587,6,240.06,62.94,30,2026-06-24T08:41:13
75,531,6,406.20,92.10,31,2025-09-01T16:05:11
76,525,3,246.75,83.13,31,2025-09-01T16:05:11
77,557,3,177.78,52.29,31,2025-09-01T16:05:11
78,526,5,236.00,88.10,32,2026-04-18T13:07:46
79,583,5,80.35,18.50,32,2026-04-18T13:07:46
80,514,4,299.72,87.20,32,2026-04-18T13:07:46
81,537,6,436.02,152.70,32,2026-04-18T13:07:46
82,556,4,309.68,64.88,33,2025-03-27T10:55:06
83,558,1,80.71,18.11,33,2025-03-27T10:55:06
84,551,3,238.32,62.67,33,2025-03-27T10:55:06
85,504,4,338.24,86.24,34,2026-05-30T14:48:27
86,584,3,238.41,82.92,34,2026-05-30T14:48:27
87,590,1,27.95,9.67,35,2025-12-10T10:39:31
88,579,2,131.42,35.98,35,2025-12-10T10:39:31
89,594,3,66.75,14.01,36,2025-01-06T09:26:32
90,531,3,72.03,14.73,37,2026-06-25T15:42:18
91,577,1,13.87,5.01,38,2026-03-06T19:37:54
92,531,5,31.55,8.95,38,2026-03-06T19:37:54
93,579,6,98.94,26.28,38,2026-03-06T19:37:54
94,586,3,72.75,19.17,38,2026-03-06T19:37:54
95,565,1,81.27,23.47,39,2025-03-29T17:31:47
96,506,5,33.15,11.75,39,2025-03-29T17:31:47
97,596,6,215.70,54.96,39,2025-03-29T17:31:47
98,514,3,72.87,22.68,40,2025-01-17T14:30:02
99,523,3,146.04,50.04,41,2025-12-07T10:25:43
100,559,2,20.10,6.74,42,2026-04-21T16:42:41
101,526,1,28.48,5.38,42,2026-04-21T16:42:41
102,561,5,184.30,63.25,43,2025-02-12T13:44:42
103,537,3,23.79,7.35,43,2025-02-12T13:44:42
104,584,3,221.91,42.06,43,2025-02-12T13:44:42
105,557,3,119.88,31.17,44,2025-12-06T12:58:25
106,567,4,241.48,61.20,45,2026-01-31T14:10:19
107,511,3,207.27,67.44,45,2026-01-31T14:10:19
108,542,5,142.50,28.55,46,2026-03-17T18:58:02
109,592,6,171.90,46.26,46,2026-03-17T18:58:02
110,546,3,122.31,39.81,47,2026-03-13T11:02:01
111,508,5,424.25,99.65,47,2026-03-13T11:02:01
112,566,1,58.69,15.33,47,2026-03-13T11:02:01
113,519,6,356.10,131.94,47,2026-03-13T11:02:01
114,547,1,23.88,7.38,48,2026-03-25T08:38:00
115,520,4,323.84,60.40,48,2026-03-25T08:38:00
116,568,4,264.20,77.88,49,2026-04-06T14:45:11
117,532,3,110.52,34.26,49,2026-04-06T14:45:11
118,567,1,7.07,1.54,49,2026-04-06T14:45:11
119,528,3,201.00,64.47,50,2026-02-01T18:13:29
120,523,1,15.86,3.09,51,2025-10-20T16:56:31
121,588,6,243.66,48.12,51,2025-10-20T16:56:31
122,521,5,241.85,86.65,52,2025-11-24T14:19:28
123,531,1,83.81,28.36,53,2025-06-28T14:34:50
124,548,4,28.40,8.24,53,2025-06-28T14:34:50
125,551,5,378.70,73.15,54,2026-04-24T18:02:32
126,599,6,375.06,106.92,54,2026-04-24T18:02:32
127,558,2,165.58,51.08,55,2026-02-24T18:27:56
128,582,2,150.48,50.56,56,2026-04-23T17:25:05
129,556,5,97.80,36.50,56,2026-04-23T17:25:05
130,516,5,389.30,74.40,56,2026-04-23T17:25:05
131,529,2,35.92,13.18,57,2026-06-15T10:47:08
132,537,3,242.40,68.79,57,2026-06-15T10:47:08
133,571,1,25.05,7.69,57,2026-06-15T10:47:08
134,522,5,238.40,66.85,58,2025-10-09T10:16:43
135,585,5,401.65,84.70,58,2025-10-09T10:16:43
136,573,5,313.25,94.30,58,2025-10-09T10:16:43
137,534,1,80.88,27.03,59,2025-02-12T08:30:59
138,581,5,280.60,78.45,60,2025-08-04T18:24:55
139,562,5,140.85,52.30,60,2025-08-04T18:24:55
140,539,2,138.76,43.98,60,2025-08-04T18:24:55
141,557,4,43.36,8.32,60,2025-08-04T18:24:55
142,592,2,64.44,13.46,61,2026-03-02T16:48:55
143,552,3,191.22,67.35,61,2026-03-02T16:48:55
144,514,2,131.70,37.28,61,2026-03-02T16:48:55
145,558,3,73.02,14.94,61,2026-03-02T16:48:55
146,579,1,28.22,7.25,62,2025-09-11T10:33:52
147,525,3,239.10,77.52,63,2026-03-05T12:31:10
148,564,2,89.72,25.38,63,2026-03-05T12:31:10
149,531,1,80.62,22.66,64,2025-11-12T17:03:15
150,584,1,9.04,2.52,65,2025-08-09T18:37:10
151,514,6,255.90,73.50,65,2025-08-09T18:37:10
152,547,4,62.84,14.64,65,2025-08-09T18:37:10
153,547,4,36.36,10.64,66,2026-02-17T14:39:42
154,536,4,181.36,60.36,67,2026-07-21T13:15:13
155,572,4,139.44,52.60,68,2025-05-02T10:20:32
156,506,5,228.65,64.05,69,2026-01-10T10:37:34
157,561,1,15.96,3.94,69,2026-01-10T10:37:34
158,579,5,382.25,79.50,70,2026-06-16T16:19:09
159,595,3,54.00,20.43,70,2026-06-16T16:19:09
160,591,5,356.30,102.05,71,2025-11-03T18:48:30
161,548,5,144.90,49.70,71,2025-11-03T18:48:30
162,575,3,176.70,66.45,71,2025-11-03T18:48:30
163,600,5,214.85,80.25,72,2025-11-12T19:27:19
164,600,2,93.88,30.44,73,2025-08-22T08:56:05
165,505,4,67.28,21.28,73,2025-08-22T08:56:05
166,503,5,404.30,81.65,73,2025-08-22T08:56:05
167,589,4,120.40,25.32,73,2025-08-22T08:56:05
168,567,6,379.14,121.74,74,2025-07-28T15:28:14
169,562,2,99.74,37.86,74,2025-07-28T15:28:14
170,559,5,175.75,65.25,74,2025-07-28T15:28:14
171,599,5,161.95,40.65,74,2025-07-28T15:28:14
172,539,2,163.18,38.48,75,2025-09-28T19:06:21
173,599,2,160.64,60.48,75,2025-09-28T19:06:21
174,563,3,184.17,58.56,75,2025-09-28T19:06:21
175,593,3,130.14,38.01,75,2025-09-28T19:06:21
176,551,5,295.65,75.65,76,2025-10-08T13:14:20
177,545,1,28.01,9.04,77,2025-12-20T10:39:59
178,528,4,229.92,75.76,77,2025-12-20T10:39:59
179,572,2,142.48,33.38,77,2025-12-20T10:39:59
180,507,5,321.35,73.20,78,2025-10-06T10:29:56
181,561,1,13.02,3.20,79,2026-06-28T12:06:29
182,571,1,59.50,12.35,79,2026-06-28T12:06:29
183,537,4,228.16,75.56,80,2025-06-11T15:24:27
184,599,3,83.49,16.02,80,2025-06-11T15:24:27
185,595,1,57.18,12.95,80,2025-06-11T15:24:27
186,523,6,438.18,82.14,80,2025-06-11T15:24:27
187,596,4,272.16,59.12,81,2026-03-04T11:12:00
188,543,3,151.32,30.48,82,2025-10-24T08:40:55
189,525,2,146.16,39.98,83,2025-10-19T16:16:16
190,583,1,31.45,10.26,83,2025-10-19T16:16:16
191,544,3,187.47,34.26,83,2025-10-19T16:16:16
192,523,3,151.26,50.13,83,2025-10-19T16:16:16
193,518,1,37.07,7.38,84,2026-02-20T15:47:09
194,534,4,123.56,28.36,84,2026-02-20T15:47:09
195,543,4,95.36,31.56,84,2026-02-20T15:47:09
196,508,3,171.87,54.75,85,2025-11-06T18:36:12
197,591,2,74.86,21.00,86,2025-05-02T16:28:20
198,538,3,180.66,55.59,86,2025-05-02T16:28:20
199,518,3,162.51,36.36,86,2025-05-02T16:28:20
200,590,6,504.66,128.52,87,2026-05-05T10:47:19
201,586,5,390.10,129.30,87,2026-05-05T10:47:19
202,577,2,131.90,41.68,87,2026-05-05T10:47:19
203,547,1,47.04,13.44,87,2026-05-05T10:47:19
204,526,1,71.30,25.71,88,2025-03-21T18:16:13
205,588,3,220.08,59.07,89,2026-07-04T10:43:40
206,566,2,124.70,34.64,89,2026-07-04T10:43:40
207,508,2,92.12,25.00,90,2026-04-02T09:00:46
208,593,5,209.95,71.65,90,2026-04-02T09:00:46
209,596,1,36.68,12.59,90,2026-04-02T09:00:46
210,545,2,102.52,19.38,90,2026-04-02T09:00:46
211,537,1,83.89,23.02,91,2025-03-07T17:51:05
212,554,6,499.62,154.50,92,2026-02-23T11:16:35
213,549,3,253.29,64.98,92,2026-02-23T11:16:35
214,569,6,442.92,90.24,93,2026-01-20T09:27:39
215,529,4,189.24,61.60,93,2026-01-20T09:27:39
216,569,4,235.52,68.04,94,2025-01-04T08:24:49
217,545,4,283.48,65.04,94,2025-01-04T08:24:49
218,593,2,54.10,19.88,94,2025-01-04T08:24:49
219,503,5,331.40,118.25,95,2025-04-26T08:35:11
220,505,2,42.98,8.60,95,2025-04-26T08:35:11
221,507,4,211.28,67.76,95,2025-04-26T08:35:11
222,530,2,128.48,33.46,95,2025-04-26T08:35:11
223,594,2,90.62,21.56,96,2026-07-07T11:57:18
224,585,2,58.28,12.16,97,2025-11-23T18:30:45
225,508,5,113.40,27.25,97,2025-11-23T18:30:45
226,523,5,404.40,143.95,97,2025-11-23T18:30:45
227,586,1,82.78,30.49,98,2026-03-14T18:07:08
228,554,4,271.44,66.16,98,2026-03-14T18:07:08
229,597,4,67.76,17.28,98,2026-03-14T18:07:08
230,539,5,214.40,75.00,98,2026-03-14T18:07:08
231,568,5,190.05,50.05,99,2025-05-28T16:25:44
232,558,3,63.81,19.74,100,2025-05-18T15:04:15
233,525,3,37.20,12.09,100,2025-05-18T15:04:15
234,510,6,320.40,60.18,101,2025-02-22T12:53:13
235,586,2,138.74,41.28,101,2025-02-22T12:53:13
236,543,5,111.80,24.80,101,2025-02-22T12:53:13
237,525,3,244.68,44.79,101,2025-02-22T12:53:13
238,531,6,320.10,70.74,102,2025-05-01T16:43:06
239,560,5,153.65,36.35,102,2025-05-01T16:43:06
240,564,3,77.76,21.96,103,2026-07-01T19:48:34
241,561,4,51.56,19.40,103,2026-07-01T19:48:34
242,553,3,234.45,59.58,103,2026-07-01T19:48:34
243,575,6,100.02,23.22,104,2025-02-16T18:14:25
244,526,5,313.00,74.80,104,2025-02-16T18:14:25
245,584,5,358.35,100.30,105,2025-12-04T12:11:14
246,563,6,192.06,63.90,105,2025-12-04T12:11:14
247,522,6,338.04,94.02,105,2025-12-04T12:11:14
248,593,6,411.60,88.02,105,2025-12-04T12:11:14
249,568,5,421.15,156.45,106,2026-07-14T16:53:22
250,586,1,72.13,14.06,106,2026-07-14T16:53:22
251,591,2,144.80,32.76,107,2025-02-19T08:06:58
252,548,2,11.46,3.22,107,2025-02-19T08:06:58
253,579,1,54.43,17.06,107,2025-02-19T08:06:58
254,569,4,230.96,42.28,107,2025-02-19T08:06:58
255,537,1,47.35,11.12,108,2026-07-19T15:29:17
256,520,2,27.12,5.40,109,2025-01-18T17:08:33
257,546,2,40.70,11.62,109,2025-01-18T17:08:33
258,552,3,205.77,40.29,109,2025-01-18T17:08:33
259,529,4,200.80,75.92,109,2025-01-18T17:08:33
260,561,1,37.42,9.56,110,2025-11-04T09:28:03
261,556,6,112.26,31.44,111,2025-02-27T19:35:29
262,589,5,392.65,88.70,112,2025-12-06T18:18:03
263,570,1,59.75,14.11,113,2026-05-02T12:56:06
264,597,1,81.92,24.36,114,2025-02-03T11:15:54
265,539,6,424.02,155.10,114,2025-02-03T11:15:54
266,550,2,100.24,29.40,114,2025-02-03T11:15:54
267,593,6,97.20,36.72,115,2026-07-08T14:02:20
268,507,1,45.06,16.89,115,2026-07-08T14:02:20
269,544,1,39.97,13.90,115,2026-07-08T14:02:20
270,551,5,332.60,123.40,115,2026-07-08T14:02:20
271,549,4,177.00,44.44,116,2025-12-01T08:32:21
272,549,4,79.44,23.60,116,2025-12-01T08:32:21
273,532,1,66.77,15.96,116,2025-12-01T08:32:21
274,520,2,70.80,23.84,117,2025-03-17T09:29:36
275,512,6,217.02,54.72,117,2025-03-17T09:29:36
276,598,1,80.44,21.63,117,2025-03-17T09:29:36
277,572,1,19.99,5.39,118,2025-10-04T09:51:39
278,546,5,188.20,34.85,118,2025-10-04T09:51:39
279,600,4,23.96,6.28,119,2026-07-22T09:41:39
280,532,1,62.99,18.39,119,2026-07-22T09:41:39
281,522,5,233.45,74.00,119,2026-07-22T09:41:39
282,556,3,133.35,25.68,120,2025-05-23T12:53:43
283,510,3,116.07,32.13,120,2025-05-23T12:53:43
284,581,3,75.42,17.31,120,2025-05-23T12:53:43
285,551,4,54.24,13.08,121,2026-05-23T18:48:35
286,543,3,216.99,55.53,121,2026-05-23T18:48:35
287,542,6,497.64,103.14,122,2026-03-27T14:05:37
288,541,5,403.90,88.95,122,2026-03-27T14:05:37
289,538,2,164.34,61.42,122,2026-03-27T14:05:37
290,574,6,363.60,101.16,122,2026-03-27T14:05:37
291,515,3,210.96,54.54,123,2025-09-06T13:55:57
292,524,5,104.90,39.80,123,2025-09-06T13:55:57
293,594,6,398.46,73.86,123,2025-09-06T13:55:57
294,538,4,321.76,71.40,123,2025-09-06T13:55:57
295,585,2,111.34,25.44,124,2025-03-12T15:26:53
296,510,2,124.44,42.04,124,2025-03-12T15:26:53
297,552,4,337.04,92.96,124,2025-03-12T15:26:53
298,589,5,227.65,82.90,124,2025-03-12T15:26:53
299,577,3,183.39,62.79,125,2026-03-05T17:53:48
300,579,6,349.08,74.46,126,2025-03-29T09:59:27
301,583,1,50.06,15.47,126,2025-03-29T09:59:27
302,566,1,5.84,1.35,127,2026-02-14T14:02:11
303,574,6,279.00,82.62,127,2026-02-14T14:02:11
304,599,2,81.32,21.00,127,2026-02-14T14:02:11
305,545,6,312.54,87.54,127,2026-02-14T14:02:11
306,515,3,114.84,42.75,128,2025-01-26T16:47:18
307,562,3,124.29,27.51,129,2025-05-26T14:20:28
308,590,3,129.27,34.59,129,2025-05-26T14:20:28
309,591,4,122.04,29.28,129,2025-05-26T14:20:28
310,595,6,82.50,28.08,130,2025-04-28T08:24:40
311,543,2,92.56,26.88,130,2025-04-28T08:24:40
312,552,5,195.55,53.25,130,2025-04-28T08:24:40
313,526,4,29.36,8.88,131,2025-07-08T11:23:35
314,591,4,209.52,54.00,131,2025-07-08T11:23:35
315,509,2,42.92,14.18,131,2025-07-08T11:23:35
316,524,5,65.70,23.30,131,2025-07-08T11:23:35
317,563,4,56.48,17.76,132,2026-01-10T13:56:03
318,550,5,411.35,99.85,132,2026-01-10T13:56:03
319,523,3,99.48,27.03,133,2026-02-06T18:41:09
320,540,6,94.32,19.20,134,2025-11-01T19:11:10
321,577,6,97.86,25.20,135,2025-04-30T11:19:56
322,563,2,101.96,26.98,135,2025-04-30T11:19:56
323,523,6,287.94,104.76,135,2025-04-30T11:19:56
324,558,3,48.66,11.82,136,2026-07-23T11:02:15
325,502,5,46.45,11.70,136,2026-07-23T11:02:15
326,572,4,63.68,21.84,136,2026-07-23T11:02:15
327,563,5,286.25,74.95,136,2026-07-23T11:02:15
328,598,2,23.22,4.32,137,2026-03-02T16:04:48
329,569,2,56.74,13.34,137,2026-03-02T16:04:48
330,596,3,55.38,15.03,137,2026-03-02T16:04:48
331,515,4,195.92,39.72,137,2026-03-02T16:04:48
332,593,5,354.05,66.70,138,2025-10-02T17:53:13
333,514,4,194.84,73.64,138,2025-10-02T17:53:13
334,539,6,428.46,141.48,138,2025-10-02T17:53:13
335,516,3,221.94,43.80,139,2025-02-03T16:11:13
336,589,2,43.58,14.28,139,2025-02-03T16:11:13
337,555,3,221.64,66.96,139,2025-02-03T16:11:13
338,573,2,140.16,47.80,140,2025-06-19T19:13:00
339,522,3,142.74,42.72,140,2025-06-19T19:13:00
340,587,5,131.95,46.40,141,2025-11-28T13:19:38
341,553,1,15.85,5.23,141,2025-11-28T13:19:38
342,517,1,84.40,29.83,141,2025-11-28T13:19:38
343,587,6,184.62,42.36,142,2025-05-16T12:32:42
344,535,4,176.64,52.20,142,2025-05-16T12:32:42
345,512,1,55.69,19.83,143,2026-03-01T14:49:47
346,548,4,185.00,43.60,143,2026-03-01T14:49:47
347,501,4,324.08,79.56,143,2026-03-01T14:49:47
348,582,6,74.70,27.96,143,2026-03-01T14:49:47
349,564,2,164.90,56.88,144,2026-01-02T09:09:10
350,571,3,92.49,21.90,144,2026-01-02T09:09:10
351,544,5,77.25,27.05,144,2026-01-02T09:09:10
352,581,6,395.88,74.88,144,2026-01-02T09:09:10
353,555,2,80.60,14.52,145,2026-04-16T08:17:47
354,512,2,149.90,53.26,146,2025-07-27T10:24:05
355,586,6,202.98,39.90,146,2025-07-27T10:24:05
356,540,6,109.44,28.38,146,2025-07-27T10:24:05
357,510,6,75.66,16.86,147,2025-08-28T15:48:50
358,590,5,297.00,54.00,148,2025-05-16T18:48:27
359,555,3,211.11,79.71,148,2025-05-16T18:48:27
360,514,2,71.30,23.26,149,2025-05-16T16:41:46
361,597,3,47.91,16.05,150,2025-04-16T13:42:15
362,509,2,112.66,35.54,150,2025-04-16T13:42:15
363,522,5,250.30,75.60,150,2025-04-16T13:42:15
364,579,6,389.16,141.66,151,2026-03-27T14:23:35
365,513,6,242.34,54.18,151,2026-03-27T14:23:35
366,518,3,246.18,59.79,152,2025-05-24T10:14:31
367,571,2,54.32,10.70,152,2025-05-24T10:14:31
368,600,5,265.00,79.90,152,2025-05-24T10:14:31
369,539,6,42.90,15.00,152,2025-05-24T10:14:31
370,531,6,218.04,67.44,153,2025-07-30T17:25:31
371,582,4,143.48,32.76,153,2025-07-30T17:25:31
372,573,3,239.13,49.35,154,2025-03-14T17:37:01
373,503,4,325.44,108.72,155,2026-03-07T14:39:07
374,506,5,52.00,12.10,155,2026-03-07T14:39:07
375,555,6,372.06,124.08,156,2025-03-03T15:14:41
376,569,6,223.08,68.76,156,2025-03-03T15:14:41
377,511,5,86.05,16.95,156,2025-03-03T15:14:41
378,598,5,155.70,46.30,157,2026-06-08T11:41:56
379,590,6,356.88,68.94,157,2026-06-08T11:41:56
380,559,2,23.80,6.36,158,2026-03-24T12:20:39
381,502,1,6.01,1.25,159,2025-02-26T13:37:49
382,567,2,89.42,22.30,159,2025-02-26T13:37:49
383,594,2,129.96,46.10,160,2025-09-23T11:02:22
384,555,1,66.71,12.40,160,2025-09-23T11:02:22
385,574,3,140.73,32.73,160,2025-09-23T11:02:22
386,573,5,169.05,47.30,161,2025-03-20T17:01:55
387,514,2,68.84,15.90,161,2025-03-20T17:01:55
388,595,5,294.65,59.85,161,2025-03-20T17:01:55
389,502,5,26.05,9.15,161,2025-03-20T17:01:55
390,505,3,106.92,22.47,162,2025-09-08T08:50:13
391,584,5,346.25,111.75,162,2025-09-08T08:50:13
392,593,4,91.84,21.08,162,2025-09-08T08:50:13
393,548,3,80.10,15.66,162,2025-09-08T08:50:13
394,506,2,45.70,12.94,163,2025-05-03T17:08:21
395,512,3,200.64,48.57,164,2026-02-15T09:15:17
396,538,5,207.70,52.70,164,2026-02-15T09:15:17
397,532,5,338.80,111.10,164,2026-02-15T09:15:17
398,599,4,137.84,51.60,164,2026-02-15T09:15:17
399,530,2,11.02,2.88,165,2025-07-20T17:56:59
400,502,5,163.55,56.90,165,2025-07-20T17:56:59
401,568,6,379.08,76.14,166,2025-12-10T08:01:35
402,519,2,77.18,28.72,166,2025-12-10T08:01:35
403,530,6,164.34,31.02,166,2025-12-10T08:01:35
404,559,5,190.20,68.30,166,2025-12-10T08:01:35
405,510,5,78.40,26.95,167,2025-03-28T18:34:21
406,551,2,56.66,19.84,168,2025-03-05T15:55:07
407,558,6,429.30,105.30,168,2025-03-05T15:55:07
408,514,2,31.78,10.62,169,2025-10-06T12:15:09
409,569,4,169.12,44.20,170,2025-06-09T09:55:24
410,540,3,246.51,54.60,170,2025-06-09T09:55:24
411,591,1,17.61,5.59,171,2026-04-20T12:49:27
412,546,2,24.60,5.64,172,2025-02-11T11:54:51
413,534,4,184.32,58.16,172,2025-02-11T11:54:51
414,558,2,14.98,3.90,172,2025-02-11T11:54:51
415,518,1,41.96,14.30,173,2026-07-24T18:00:52
416,529,1,5.96,2.06,173,2026-07-24T18:00:52
417,511,3,179.70,66.03,174,2025-05-14T11:36:24
418,510,5,259.45,94.30,174,2025-05-14T11:36:24
419,583,1,84.77,18.61,174,2025-05-14T11:36:24
420,543,4,278.96,55.36,174,2025-05-14T11:36:24
421,593,1,18.44,5.44,175,2025-05-06T08:46:38
422,555,4,178.76,45.88,175,2025-05-06T08:46:38
423,536,2,66.64,24.10,175,2025-05-06T08:46:38
424,579,3,122.04,25.59,175,2025-05-06T08:46:38
425,508,4,151.84,44.04,176,2025-09-09T19:47:00
426,526,1,27.38,5.68,176,2025-09-09T19:47:00
427,581,6,454.62,129.66,176,2025-09-09T19:47:00
428,563,6,202.38,58.44,177,2026-07-11T08:21:19
429,550,3,234.03,65.64,177,2026-07-11T08:21:19
430,529,3,58.17,14.19,177,2026-07-11T08:21:19
431,508,1,76.66,25.74,177,2026-07-11T08:21:19
432,513,5,424.85,159.25,178,2026-04-29T17:38:16
433,595,2,115.10,26.86,178,2026-04-29T17:38:16
434,574,1,66.12,24.44,178,2026-04-29T17:38:16
435,595,2,47.84,11.66,179,2026-02-02T14:27:32
436,591,6,202.20,60.30,179,2026-02-02T14:27:32
437,564,5,404.35,140.45,180,2025-12-27T18:20:01
438,512,5,148.60,41.30,180,2025-12-27T18:20:01
439,579,1,47.12,8.49,181,2025-02-27T12:14:05
440,523,2,139.04,34.50,181,2025-02-27T12:14:05
441,600,2,103.86,37.74,182,2025-11-28T09:05:03
442,551,1,34.89,12.85,183,2025-04-24T17:34:51
443,518,5,65.40,15.70,183,2025-04-24T17:34:51
444,582,2,127.18,34.00,183,2025-04-24T17:34:51
445,579,2,123.14,36.00,184,2026-05-14T19:49:04
446,523,3,68.58,20.43,184,2026-05-14T19:49:04
447,517,4,118.20,37.56,184,2026-05-14T19:49:04
448,579,5,37.95,11.40,185,2025-07-01T08:01:57
449,564,2,112.34,22.56,185,2025-07-01T08:01:57
450,545,2,62.98,12.32,185,2025-07-01T08:01:57
451,512,3,55.29,19.74,185,2025-07-01T08:01:57
452,545,3,65.31,20.82,186,2025-12-10T16:07:50
453,522,1,35.87,11.71,187,2025-09-20T09:58:00
454,562,3,146.04,29.25,188,2026-02-28T16:58:34
455,521,5,285.40,90.60,188,2026-02-28T16:58:34
456,538,4,43.60,15.24,188,2026-02-28T16:58:34
457,510,1,30.50,11.30,188,2026-02-28T16:58:34
458,512,2,127.12,36.78,189,2025-12-17T11:05:48
459,562,3,157.56,47.70,189,2025-12-17T11:05:48
460,522,6,44.88,16.56,189,2025-12-17T11:05:48
461,513,5,380.90,80.55,189,2025-12-17T11:05:48
462,594,4,243.12,78.88,190,2025-12-06T11:44:30
463,531,5,131.10,31.00,190,2025-12-06T11:44:30
464,507,5,244.85,68.10,191,2025-04-09T08:54:12
465,585,3,15.93,3.15,191,2025-04-09T08:54:12
466,504,6,318.12,69.96,191,2025-04-09T08:54:12
467,511,2,37.34,8.90,191,2025-04-09T08:54:12
468,534,4,170.72,61.28,192,2026-04-30T10:06:09
469,548,1,56.35,14.51,192,2026-04-30T10:06:09
470,534,4,138.20,37.20,192,2026-04-30T10:06:09
471,520,2,143.94,42.16,193,2026-03-27T16:27:58
472,545,6,350.40,69.06,193,2026-03-27T16:27:58
473,530,5,190.60,63.15,193,2026-03-27T16:27:58
474,561,5,192.45,55.25,194,2026-07-21T09:06:36
475,511,5,377.65,103.95,194,2026-07-21T09:06:36
476,565,4,308.88,99.72,194,2026-07-21T09:06:36
477,587,5,385.20,131.00,194,2026-07-21T09:06:36
478,528,2,161.84,34.54,195,2025-05-31T10:11:22
479,588,2,30.18,7.98,195,2025-05-31T10:11:22
480,519,4,84.60,29.16,195,2025-05-31T10:11:22
481,509,5,128.15,46.40,195,2025-05-31T10:11:22
