id,pharmacy_id,total,profit,created_at
162,162,242.54,60.19,2026-12-09T14:27:36
163,163,509.47,102.4,2026-04-23T11:34:28
164,164,472.46,154.23,2026-03-17T17:01:42
165,165,232.47,55.18,2026-09-07T15:34:51
166,166,541.66,161.43,2026-02-19T16:59:48
167,167,346.86,68.43,2026-05-08T12:22:02
168,168,383.43,88.44,2026-10-07T16:02:25
169,169,136.76,29.36,2026-04-02T16:55:36
170,170,404.71,127.78,2026-05-13T20:38:40
171,171,140.97,47.38,2026-04-12T12:33:25
172,172,377.18,69.91,2026-03-27T09:43:22
173,173,263.88,82.99,2026-02-01T16:34:02
174,174,165.27,53.47,2026-10-10T14:27:00
175,175,547.59,146.47,2026-04-16T14:16:28
176,176,201.91,47.66,2026-11-24T09:27:05
177,177,152.44,26.4,2026-01-25T11:46:36
178,178,498.88,115.25,2026-06-18T20:26:45
179,179,326.49,109.45,2026-11-19T18:02:02
180,180,483.31,101.76,2026-09-20T11:13:13
181,181,255.04,81.36,2026-12-23T18:25:00
182,182,105.23,20.49,2026-06-24T08:49:55
183,183,64.25,17.17,2026-04-26T16:00:06
184,184,595.33,194.59,2026-03-28T12:51:22
185,185,520.88,88.0,2026-06-18T08:24:47
186,186,552.88,172.32,2026-10-19T20:37:07
187,187,154.33,35.53,2026-01-12T13:07:36
188,188,102.19,31.94,2026-10-14T16:28:05
189,189,325.92,100.71,2026-02-16T08:34:00
190,190,403.11,109.67,2026-10-28T11:45:10
191,191,463.17,157.27,2026-01-16T19:06:38
192,192,282.41,51.04,2026-04-27T10:04:48
193,193,157.09,41.68,2026-03-02T17:55:55
194,194,474.42,96.32,2026-04-16T18:04:59
195,195,560.9,139.78,2026-07-05T19:28:16
196,196,347.5,79.14,2026-02-23T10:57:26
197,197,483.95,144.28,2026-11-08T08:24:37
198,198,598.15,134.06,2026-07-11T15:43:05
199,199,142.41,24.72,2026-01-27T18:04:34
200,200,95.03,16.56,2026-11-23T18:49:14
201,201,531.14,144.96,2026-04-02T10:20:22
202,202,371.04,110.98,2026-10-24T10:03:27
203,203,483.42,93.9,2026-11-11T17:27:35
204,204,411.96,103.39,2026-01-19T19:24:40
205,205,109.26,33.06,2026-05-12T08:22:10
206,206,98.98,17.64,2026-04-26T14:00:33
207,207,117.35,36.05,2026-12-18T20:00:16
208,208,190.31,58.85,2026-01-18T19:04:44
209,209,386.15,127.97,2026-01-26T20:35:53
210,210,179.85,42.26,2026-05-09T17:56:22
211,211,66.41,15.33,2026-09-02T14:52:08
212,212,430.77,103.96,2026-07-14T17:35:14
213,213,426.34,118.32,2026-10-21T08:31:16
214,214,127.91,44.33,2026-05-05T18:39:42
215,215,58.84,16.13,2026-11-15T14:11:20
216,216,516.38,147.11,2026-08-13T20:24:38
217,217,97.07,26.22,2026-04-02T09:25:54
218,218,581.96,144.95,2026-02-16T12:43:45
219,219,256.43,65.07,2026-03-26T18:24:08
220,220,384.81,92.05,2026-02-04T20:24:24
221,221,125.41,36.85,2026-07-01T20:12:19
222,222,378.22,66.38,2026-09-20T18:50:43
223,223,277.19,77.64,2026-07-12T14:10:53
224,224,323.7,80.35,2026-01-06T09:57:23
225,225,502.02,125.23,2026-04-03T19:09:20
226,226,131.38,24.42,2026-06-05T13:52:47
227,227,264.65,41.49,2026-12-27T16:53:39
228,228,219.89,50.16,2026-08-06T09:23:54
229,229,81.11,24.7,2026-11-12T19:57:14
230,230,231.75,70.34,2026-12-04T16:17:23
231,231,555.2,85.13,2026-05-22T10:15:09
232,232,119.78,35.16,2026-01-20T09:56:09
233,233,556.75,147.95,2026-12-08T19:06:50
234,234,497.91,165.18,2026-05-28T08:51:57
235,235,346.04,106.58,2026-05-23T20:54:12
236,236,424.5,117.6,2026-10-25T16:09:44
237,237,530.63,84.38,2026-02-04T14:59:33
238,238,131.0,22.08,2026-10-19T18:57:47
239,239,334.37,83.74,2026-01-26T18:36:24
240,240,132.83,28.18,2026-06-15T16:49:39
241,241,465.15,110.26,2026-11-11T13:32:30
242,242,298.41,61.61,2026-03-14T11:49:44
243,243,215.28,54.8,2026-04-24T20:31:52
244,244,394.56,84.01,2026-12-06T10:40:20
245,245,161.43,27.98,2026-09-22T16:48:11
246,246,354.45,76.64,2026-05-11T13:14:35
247,247,454.92,85.22,2026-03-01T12:28:25
248,248,310.05,70.05,2026-12-02T16:08:34
249,249,350.29,87.23,2026-12-23T16:28:05
250,250,447.63,78.73,2026-06-07T09:43:53
251,251,501.85,147.22,2026-09-12T17:12:06
252,252,254.28,76.29,2026-07-05T09:42:41
253,253,68.96,21.95,2026-05-26T12:14:00
254,254,399.56,69.67,2026-02-09T12:22:09
255,255,374.98,121.29,2026-05-12T19:29:19
256,256,199.17,38.03,2026-10-26T17:54:30
257,257,103.18,18.0,2026-04-08T11:56:17
258,258,482.02,162.23,2026-10-14T17:29:01
259,259,100.73,30.22,2026-11-10T11:18:19
260,260,379.87,94.69,2026-09-23T14:40:04
261,261,453.51,115.51,2026-08-17T14:03:45
262,262,597.79,186.39,2026-02-12T17:37:09
263,263,324.53,65.24,2026-07-08T16:08:31
264,264,546.66,145.78,2026-04-07T09:10:10
265,265,152.42,49.41,2026-05-18T08:59:56
266,266,291.43,60.61,2026-11-04T12:46:56
267,267,455.79,150.7,2026-07-18T15:19:29
268,268,309.38,99.53,2026-01-15T08:14:25
269,269,261.75,84.26,2026-07-01T08:43:28
270,270,257.69,75.61,2026-09-28T10:07:55
271,271,581.88,178.92,2026-02-19T11:54:54
272,272,326.89,105.6,2026-08-18T20:16:48
273,273,292.2,68.76,2026-10-07T11:54:00
274,274,548.47,161.46,2026-11-19T14:36:10
275,275,414.24,65.18,2026-07-22T14:02:56
276,276,200.24,44.15,2026-02-06T11:16:41
277,277,552.78,105.65,2026-09-26T19:17:37
278,278,533.05,139.92,2026-09-22T12:55:51
279,279,288.15,48.87,2026-03-04T08:55:24
280,280,462.15,112.55,2026-08-25T19:01:19
281,281,357.51,105.53,2026-07-09T18:33:06
282,282,95.74,22.23,2026-10-12T13:47:52
283,283,353.87,97.34,2026-10-09T10:04:39
284,284,185.71,49.17,2026-02-07T20:54:26
285,285,156.38,45.02,2026-10-16T10:31:25
286,286,303.67,77.11,2026-08-12T17:13:23
287,287,483.57,113.65,2026-05-03T15:16:38
288,288,90.14,19.76,2026-09-21T16:51:19
289,289,148.54,45.65,2026-04-07T17:38:00
290,290,423.77,105.1,2026-02-12T08:02:06
291,291,91.25,17.77,2026-06-10T16:00:19
292,292,205.68,61.68,2026-05-16T17:10:48
293,293,91.02,31.73,2026-02-01T19:33:25
294,294,103.49,34.85,2026-08-23T17:01:19
295,295,511.59,177.09,2026-06-16T11:33:42
296,296,557.18,126.08,2026-08-22T11:24:28
297,297,149.83,23.57,2026-02-02T20:11:48
298,298,156.52,29.15,2026-04-22T10:03:23
299,299,329.9,75.02,2026-03-09T13:39:30
300,300,106.96,34.1,2026-06-22T15:39:12
301,301,136.33,44.35,2026-01-04T09:43:21
302,302,219.54,60.09,2026-11-16T11:40:51
303,303,150.59,47.79,2026-01-27T17:27:32
304,304,237.18,59.69,2026-02-02T20:33:21
305,305,420.45,102.95,2026-09-13T15:55:53
306,306,499.82,158.0,2026-04-23T11:54:26
307,307,200.59,65.54,2026-03-13T11:09:31
308,308,267.59,66.51,2026-06-20T14:51:55
309,309,489.17,145.32,2026-11-24T14:24:39
310,310,192.61,51.36,2026-08-24T09:22:22
311,311,513.08,159.99,2026-05-28T15:58:16
312,312,524.94,146.75,2026-05-01T20:23:15
313,313,293.48,53.98,2026-09-24T12:43:53
314,314,461.42,125.61,2026-04-21T17:16:21
315,315,532.64,105.15,2026-05-18T08:49:30
316,316,338.74,76.19,2026-04-24T16:23:59
317,317,271.6,50.98,2026-04-14T17:24:19
318,318,586.81,149.62,2026-01-16T11:29:13
319,319,80.45,24.99,2026-02-12T08:46:56
320,320,262.48,48.65,2026-01-11T09:02:51
321,321,455.95,81.26,2026-09-08T16:28:40
322,322,369.78,70.7,2026-07-15T12:41:27
323,323,196.56,68.15,2026-07-24T08:15:13
324,324,517.92,176.26,2026-04-27T20:36:39
325,325,311.0,53.58,2026-01-23T20:36:18
326,326,499.99,81.98,2026-01-06T18:31:27
327,327,74.71,23.22,2026-11-28T17:20:07
328,328,265.46,91.68,2026-10-15T15:36:40
329,329,308.13,78.16,2026-01-14T09:16:16
330,330,168.23,36.05,2026-05-23T15:33:37
331,331,165.71,36.17,2026-11-25T20:41:43
332,332,150.88,23.59,2026-01-24T14:55:33
333,333,308.7,73.02,2026-01-16T09:40:54
334,334,552.87,142.83,2026-03-20T10:15:56
335,335,445.33,148.96,2026-10-04T10:12:31
336,336,303.95,67.71,2026-11-04T19:47:13
337,337,550.07,109.84,2026-09-15T08:21:58
338,338,431.38,131.87,2026-08-19T09:48:02
339,339,395.38,118.92,2026-02-01T14:17:02
340,340,322.78,110.75,2026-09-22T18:19:28
341,341,342.0,69.69,2026-01-08T12:33:53
342,342,472.82,114.65,2026-06-22T12:44:43
343,343,53.98,11.24,2026-10-05T15:11:32
344,344,81.77,12.43,2026-08-18T16:15:50
345,345,414.77,94.56,2026-04-24T09:27:31
346,346,459.31,98.81,2026-05-09T08:35:35
347,347,412.44,136.19,2026-01-07T10:40:02
348,348,303.64,99.44,2026-01-28T19:52:21
349,349,134.98,36.97,2026-02-24T13:10:13
350,350,508.37,142.24,2026-10-20T18:39:25
351,351,259.6,50.31,2026-04-12T14:22:16
352,352,582.98,201.53,2026-08-20T18:37:07
353,353,491.79,100.83,2026-03-22T15:13:59
354,354,139.84,24.26,2026-04-03T16:58:20
355,355,52.41,10.92,2026-02-22T16:08:44
356,356,71.44,24.96,2026-09-05T20:58:03
357,357,215.53,70.03,2026-10-08T08:58:22
358,358,213.53,44.32,2026-04-17T13:28:48
359,359,503.51,135.95,2026-10-26T16:47:09
360,360,198.99,58.37,2026-04-17T09:23:54
361,361,96.56,17.51,2026-11-07T20:32:55
362,362,125.95,42.36,2026-10-12T09:32:21
363,363,151.57,33.72,2026-11-14T20:33:50
364,364,339.27,100.0,2026-06-19T08:15:03
365,365,565.27,98.8,2026-12-24T17:21:54
366,366,216.83,64.69,2026-07-04T18:51:21
367,367,58.19,16.98,2026-09-18T12:37:47
368,368,113.32,33.16,2026-12-01T16:36:08
369,369,409.92,85.11,2026-01-08T13:01:28
370,370,563.03,130.96,2026-06-26T13:38:44
371,371,489.96,165.03,2026-06-17T16:04:54
372,372,84.1,25.34,2026-11-05T15:28:49
373,373,231.35,55.39,2026-11-16T15:17:23
374,374,365.93,68.06,2026-12-04T10:13:32
375,375,296.06,94.83,2026-08-20T15:39:02
376,376,59.36,9.64,2026-06-12T17:18:35
377,377,507.67,133.94,2026-08-09T19:54:57
378,378,108.04,25.42,2026-11-19T13:50:26
379,379,412.45,102.17,2026-06-12T17:14:21
380,380,545.9,183.44,2026-07-15T12:39:46
381,381,485.18,109.22,2026-03-25T10:31:09
382,382,423.75,97.23,2026-02-10T13:07:44
383,383,395.19,81.12,2026-11-27T08:03:21
384,384,205.6,45.83,2026-05-12T13:39:21
385,385,538.25,119.87,2026-03-04T14:35:42
386,386,168.08,37.75,2026-12-28T20:26:26
387,387,329.94,86.48,2026-01-10T20:47:37
388,388,100.41,25.16,2026-05-07T09:30:05
389,389,253.81,54.8,2026-09-11T20:10:05
390,390,394.16,104.77,2026-04-13T16:24:56
391,391,75.42,25.46,2026-02-22T18:26:02
392,392,337.93,115.28,2026-11-22T08:05:02
393,393,252.7,77.83,2026-10-03T09:06:23
394,394,512.67,94.66,2026-07-10T08:02:39
395,395,439.49,126.22,2026-12-07T17:27:15
396,396,324.88,51.5,2026-11-22T11:34:35
397,397,399.95,101.49,2026-09-18T17:13:33
398,398,213.43,72.68,2026-09-04T20:48:26
399,399,475.11,112.34,2026-12-09T20:08:47
400,400,54.35,10.68,2026-03-10T10:47:49
401,401,272.62,56.82,2026-03-24T14:19:17
402,402,516.53,104.1,2026-11-25T10:48:31
403,403,379.6,89.9,2026-08-20T20:41:20
404,404,335.06,96.03,2026-08-27T12:17:39
405,405,361.56,76.73,2026-11-03T12:59:16
406,406,261.21,71.04,2026-04-03T20:20:21
407,407,494.45,114.06,2026-04-20T12:00:09
408,408,394.63,121.72,2026-09-19T20:24:17
409,409,471.12,126.18,2026-07-22T20:33:04
410,410,577.31,100.65,2026-03-19T20:50:09
411,411,183.65,55.91,2026-05-13T16:31:08
412,412,152.16,24.42,2026-04-08T15:45:35
413,413,475.45,76.38,2026-11-23T09:13:32
414,414,277.52,92.69,2026-08-17T11:03:59
415,415,196.02,42.33,2026-11-26T13:43:49
416,416,297.15,68.31,2026-08-17T14:35:43
417,417,51.17,16.75,2026-02-28T19:08:58
418,418,267.58,80.2,2026-05-21T12:38:16
419,419,168.16,39.16,2026-03-15T08:23:26
420,420,109.05,37.34,2026-04-09T20:16:11
421,421,73.27,15.27,2026-11-17T14:28:16
422,422,300.75,51.11,2026-03-02T11:20:05
423,423,397.36,66.97,2026-11-22T08:51:21
424,424,274.87,75.72,2026-04-11T16:20:03
425,425,348.88,96.01,2026-03-27T10:45:36
426,426,325.39,109.27,2026-07-23T11:11:54
427,427,319.48,85.69,2026-05-05T11:13:35
428,428,102.68,23.66,2026-12-27T15:02:02
429,429,250.0,43.85,2026-09-09T13:29:57
430,430,511.23,156.28,2026-10-27T20:26:23
431,431,389.97,60.13,2026-08-01T19:11:22
432,432,389.03,91.75,2026-05-07T13:57:32
433,433,501.9,79.78,2026-11-16T15:46:57
434,434,458.11,102.28,2026-01-14T09:00:38
435,435,463.14,152.57,2026-02-13T16:37:29
436,436,208.13,64.67,2026-08-04T12:28:15
437,437,581.53,105.26,2026-04-03T17:08:28
438,438,205.1,63.57,2026-07-14T14:22:25
439,439,520.74,96.39,2026-07-03T14:22:21
440,440,330.61,77.26,2026-05-15T13:21:21
441,441,132.39,31.96,2026-01-22T11:25:40
442,442,540.41,161.84,2026-08-24T13:07:00
443,443,54.24,18.55,2026-09-16T08:27:37
444,444,51.51,12.49,2026-02-06T09:44:33
445,445,100.22,22.71,2026-03-08T13:51:50
446,446,153.19,47.59,2026-01-21T13:17:33
447,447,205.03,54.65,2026-02-28T14:21:30
448,448,499.73,164.55,2026-04-05T09:45:33
449,449,174.96,31.42,2026-07-22T12:26:47
450,450,340.58,73.86,2026-12-04T17:01:09
451,451,446.41,94.16,2026-06-23T12:34:32
452,452,68.03,14.5,2026-10-08T11:18:25
453,453,476.08,140.29,2026-07-07T20:15:00
454,454,223.64,65.24,2026-12-10T11:29:44
455,455,528.78,79.62,2026-02-13T20:16:14
456,456,297.96,71.45,2026-02-26T15:00:53
457,457,581.66,118.61,2026-02-27T10:21:45
458,458,435.04,119.41,2026-04-21T17:47:30
459,459,100.89,28.09,2026-07-17T09:29:24
460,460,382.82,86.13,2026-10-04T15:47:15
461,461,582.33,177.52,2026-01-25T19:04:03
462,462,427.1,125.66,2026-07-20T20:35:12
463,463,186.04,52.11,2026-10-07T14:18:41
464,464,324.76,82.43,2026-12-10T08:24:22
465,465,437.31,135.69,2026-06-27T10:47:21
466,466,364.01,122.41,2026-08-01T18:31:54
467,467,567.27,128.45,2026-01-19T12:25:11
468,468,528.14,128.76,2026-07-05T18:46:11
469,469,297.59,79.22,2026-07-01T20:08:59
470,470,506.61,142.63,2026-02-18T14:32:55
471,471,525.81,156.64,2026-10-26T11:27:53
472,472,51.78,14.49,2026-10-01T16:04:41
473,473,307.04,49.06,2026-03-16T19:25:42
474,474,142.45,22.05,2026-08-27T15:54:31
475,475,481.69,80.41,2026-03-23T14:32:08
476,476,534.52,90.93,2026-07-21T18:49:47
477,477,379.94,87.48,2026-01-16T15:12:40
478,478,224.86,60.47,2026-12-26T17:43:07
479,479,594.77,186.45,2026-01-12T09:13:23
480,480,270.7,86.92,2026-05-24T16:50:42
481,481,385.4,84.92,2026-08-12T09:27:29
482,482,460.85,150.17,2026-11-16T11:23:34
483,483,116.36,20.5,2026-08-24T15:16:32
484,484,297.1,102.82,2026-08-20T11:23:55
485,485,591.7,198.63,2026-11-18T12:13:34
486,486,179.36,40.77,2026-02-06T13:09:49
487,487,69.85,11.6,2026-01-23T14:57:16
488,488,284.18,75.47,2026-07-26T15:07:36
489,489,98.98,23.17,2026-04-12T11:43:02
490,490,167.09,27.61,2026-09-07T08:20:41
491,491,266.32,47.01,2026-06-08T11:21:53
492,492,232.32,54.53,2026-01-05T17:43:17
493,493,476.55,162.61,2026-08-17T09:07:11
494,494,357.19,82.38,2026-05-24T13:07:28
495,495,176.92,60.99,2026-03-19T11:05:28
496,496,404.63,102.02,2026-01-26T11:36:41
497,497,202.3,59.53,2026-06-27T20:41:41
498,498,80.51,17.32,2026-12-22T15:46:30
499,499,479.54,125.88,2026-05-07T09:58:08
500,500,418.12,80.42,2026-04-12T11:32:59
501,501,432.62,70.84,2026-08-12T08:54:37
502,502,127.4,43.79,2026-01-20T12:32:02
503,503,453.19,85.03,2026-08-21T13:26:11
504,504,535.13,107.73,2026-10-04T14:34:24
505,505,539.45,166.26,2026-09-18T13:20:01
506,506,269.85,81.44,2026-10-21T12:17:51
507,507,108.39,33.29,2026-01-10T10:54:31
508,508,478.74,128.59,2026-10-07T13:17:53
509,509,371.49,64.25,2026-02-28T16:51:04
510,510,327.71,106.66,2026-10-20T18:07:13
511,511,577.66,174.76,2026-06-15T13:13:33
512,512,218.68,54.79,2026-02-03T13:45:31
513,513,70.67,13.27,2026-06-13T08:41:05
514,514,528.86,167.87,2026-11-06T14:11:19
515,515,507.69,110.1,2026-05-14T10:00:58
516,516,147.83,25.82,2026-06-23T12:50:24
517,517,392.64,113.53,2026-11-08T17:18:00
518,518,319.61,102.92,2026-04-22T12:14:17
519,519,261.71,87.05,2026-05-16T18:03:46
520,520,414.1,96.66,2026-10-17T09:03:28
521,521,367.95,112.14,2026-07-07T13:08:04
522,522,192.87,58.34,2026-12-06T08:58:10
523,523,141.0,39.0,2026-06-13T09:24:32
524,524,72.88,19.79,2026-05-22T09:33:46
525,525,574.85,124.83,2026-04-07T18:12:27
526,526,265.64,78.67,2026-03-17T13:38:51
527,527,556.56,120.08,2026-12-25T13:35:07
528,528,291.58,79.46,2026-12-16T16:10:36
529,529,82.75,17.86,2026-10-06T10:05:52
530,530,371.69,64.39,2026-11-10T10:36:37
531,531,550.77,112.39,2026-05-04T12:00:48
532,532,96.25,30.14,2026-12-23T14:57:36
533,533,369.59,98.35,2026-03-14T13:09:00
534,534,548.17,173.1,2026-02-15T12:56:02
535,535,133.68,36.61,2026-12-10T14:39:32
536,536,332.42,84.47,2026-06-20T12:34:04
537,537,430.07,77.14,2026-10-04T11:42:24
538,538,301.38,85.47,2026-07-10T12:44:40
539,539,367.19,128.23,2026-04-26T10:46:07
540,540,357.86,55.5,2026-02-07T08:33:20
541,541,535.47,103.64,2026-07-27T16:49:10
542,542,537.97,106.07,2026-09-09T19:00:46
543,543,118.96,38.81,2026-07-06T14:30:53
544,544,94.92,18.85,2026-01-05T13:15:59
545,545,509.27,153.55,2026-03-08T16:27:28
546,546,489.91,153.2,2026-07-01T12:49:08
547,547,390.49,115.72,2026-11-23T14:45:25
548,548,550.48,115.86,2026-08-28T10:04:02
549,549,296.85,64.6,2026-12-02T08:15:53
550,550,170.26,26.76,2026-02-01T19:43:52
551,505,492.14,132.72,2026-05-26T15:51:08
552,355,239.57,44.7,2026-02-14T19:51:42
553,213,593.83,159.46,2026-08-28T14:48:46
554,240,574.43,167.69,2026-12-06T11:35:42
555,524,106.87,27.81,2026-07-21T11:42:40
556,437,141.53,44.84,2026-08-24T08:17:11
557,468,407.89,80.13,2026-02-17T17:38:23
558,83,368.35,60.47,2026-11-19T17:11:43
