id,name,pharmacy_id,created_at,active
78,Ibrahim Pharm SARL,430,2025-06-03T08:06:45,True
79,Synthemed Maroc S.A.,507,2024-10-14T18:17:06,True
80,Synthemed Maroc Maroc,385,2025-01-20T09:37:53,True
81,Laprophan Maroc,98,2024-04-12T17:43:45,True
82,Afric Phar SARL,404,2024-06-21T20:28:54,True
83,Synthemed Maroc Maroc,536,2024-07-27T20:40:47,True
84,Maphar Maroc,27,2024-10-06T08:40:21,True
85,Laprophan SARL,423,2024-12-15T12:22:52,True
86,Galenica SARL,255,2025-08-26T08:20:29,True
87,Cooper Pharma S.A.,215,2025-12-13T20:22:49,True
88,Promopharm SARL,92,2025-06-20T16:47:51,True
89,Chiesi Maroc SARL,314,2024-12-03T18:25:20,True
90,Afric Phar SARL,191,2025-04-09T19:31:22,True
91,Galenica SARL,371,2024-03-11T08:07:12,True
92,Afric Phar SARL,519,2025-09-18T10:25:39,True
93,Laprophan S.A.,96,2024-12-20T18:25:54,True
94,Cooper Pharma S.A.,349,2025-07-05T14:06:54,True
95,Cooper Pharma Maroc,85,2025-04-15T08:15:35,True
96,Promopharm Maroc,281,2024-08-08T19:14:15,True
97,Chiesi Maroc SARL,222,2024-01-10T11:01:54,True
98,Afric Phar SARL,450,2025-09-18T17:12:26,True
99,Promopharm Maroc,410,2025-12-09T19:50:23,True
100,Cooper Pharma SARL,380,2025-04-11T16:22:04,True
101,Promopharm SARL,253,2024-02-26T16:45:30,True
102,Ibrahim Pharm SARL,108,2024-12-12T19:44:41,True
103,Ibrahim Pharm S.A.,477,2025-10-27T08:29:39,True
104,Synthemed Maroc SARL,447,2024-03-01T16:28:35,True
105,Sothema SARL,489,2024-02-22T13:04:46,True
106,Cooper Pharma Maroc,259,2024-12-20T15:27:45,True
107,Promopharm SARL,221,2025-05-18T19:43:19,True
108,Galenica S.A.,521,2025-03-25T16:43:37,True
109,Galenica S.A.,55,2025-10-04T20:04:39,True
110,Laprophan Maroc,424,2024-12-07T11:38:49,True
111,Promopharm S.A.,31,2025-12-04T13:05:06,True
112,Maphar Maroc,397,2025-07-23T15:08:54,True
113,Galenica S.A.,99,2025-06-06T19:27:56,True
114,Cooper Pharma SARL,93,2024-05-13T11:14:22,True
115,Laprophan SARL,463,2024-09-09T08:56:38,True
116,Sothema Maroc,61,2025-02-06T08:33:00,True
117,Sothema SARL,394,2025-01-26T17:36:23,True
118,Laprophan S.A.,194,2025-03-18T11:22:06,True
119,Promopharm Maroc,384,2024-08-23T20:11:32,True
120,Promopharm SARL,32,2024-09-26T09:51:59,True
121,Cooper Pharma SARL,111,2025-11-06T17:33:10,True
122,Laprophan SARL,198,2024-10-11T15:59:42,True
123,Ibrahim Pharm SARL,459,2024-11-18T09:21:15,True
124,Galenica S.A.,246,2025-04-26T14:02:22,True
125,Sothema SARL,102,2024-11-21T13:58:33,True
126,Afric Phar Maroc,545,2025-09-21T11:18:20,True
127,Promopharm SARL,203,2025-11-14T14:27:24,True
128,Laprophan SARL,25,2025-02-11T16:30:39,True
129,Maphar SARL,510,2025-11-23T08:33:53,True
130,Sothema S.A.,92,2025-10-24T17:34:11,True
131,Galenica Maroc,50,2024-01-10T14:12:22,True
132,Ibrahim Pharm S.A.,445,2024-09-12T18:44:02,True
133,Chiesi Maroc S.A.,469,2024-04-23T13:04:45,True
134,Chiesi Maroc SARL,212,2024-01-13T11:57:44,True
135,Laprophan SARL,5,2024-11-27T13:11:24,True
136,Chiesi Maroc SARL,412,2024-03-05T17:15:39,True
137,Cooper Pharma SARL,318,2024-11-24T12:26:44,True
138,Sothema SARL,424,2025-05-27T11:52:49,True
139,Synthemed Maroc SARL,11,2025-01-23T20:28:08,True
140,Chiesi Maroc S.A.,118,2024-03-26T15:04:11,True
141,Ibrahim Pharm SARL,172,2025-11-23T19:25:18,True
142,Ibrahim Pharm SARL,292,2025-02-25T09:25:52,True
143,Chiesi Maroc S.A.,510,2024-03-17T08:30:30,True
144,Laprophan S.A.,235,2024-07-06T09:48:44,True
145,Laprophan S.A.,447,2025-08-24T10:28:38,True
146,Sothema Maroc,516,2024-04-24T13:02:36,True
147,Sothema S.A.,350,2025-03-12T15:12:57,True
148,Sothema SARL,390,2024-05-17T09:14:11,True
149,Chiesi Maroc SARL,450,2024-08-03T11:38:33,True
150,Cooper Pharma Maroc,165,2024-09-11T08:07:43,True
151,Laprophan SARL,531,2024-10-24T10:46:59,True
152,Galenica SARL,40,2024-02-22T11:00:24,True
153,Sothema Maroc,60,2025-10-04T11:48:40,True
154,Sothema Maroc,76,2024-11-27T15:59:36,True
155,Maphar SARL,397,2025-12-08T18:31:39,True
156,Cooper Pharma SARL,466,2025-03-15T16:56:23,True
157,Chiesi Maroc S.A.,294,2024-07-09T10:23:47,True
158,Sothema SARL,308,2024-01-15T14:45:56,True
159,Ibrahim Pharm S.A.,412,2024-11-12T11:25:26,True
160,Maphar SARL,464,2025-07-15T13:21:20,True
161,Maphar S.A.,543,2024-04-07T19:12:36,True
162,Chiesi Maroc Maroc,373,2025-09-28T20:50:26,True
163,Galenica Maroc,315,2024-07-05T15:06:34,True
164,Synthemed Maroc SARL,423,2024-04-07T13:35:56,True
165,Promopharm Maroc,394,2025-03-15T08:44:13,True
166,Maphar Maroc,177,2025-12-22T17:49:09,True
167,Maphar Maroc,203,2024-07-11T15:15:55,True
168,Promopharm SARL,324,2024-11-04T20:04:05,True
169,Sothema S.A.,55,2025-02-11T13:12:47,True
170,Promopharm S.A.,315,2024-06-20T13:37:57,True
171,Synthemed Maroc SARL,347,2024-05-10T09:51:35,True
172,Promopharm S.A.,168,2025-02-18T17:26:10,True
173,Ibrahim Pharm Maroc,481,2025-12-28T11:07:42,True
174,Promopharm SARL,100,2024-03-13T15:24:30,True
175,Promopharm S.A.,372,2025-10-19T10:28:57,True
176,Sothema SARL,353,2025-02-12T09:11:08,True
177,Afric Phar SARL,404,2024-02-26T18:12:40,True
178,Galenica SARL,86,2025-10-26T15:01:39,True
179,Afric Phar SARL,174,2025-05-07T16:17:33,True
180,Sothema SARL,327,2024-01-21T11:44:19,True
181,Cooper Pharma SARL,444,2025-01-09T19:48:42,True
182,Synthemed Maroc Maroc,83,2025-09-02T10:55:59,True
183,Afric Phar S.A.,20,2025-07-07T15:24:24,True
184,Sothema Maroc,277,2025-06-12T20:32:54,True
185,Maphar SARL,351,2024-06-24T12:35:12,True
186,Synthemed Maroc SARL,274,2024-08-22T09:51:42,True
187,Galenica Maroc,117,2024-03-26T20:06:15,True
188,Laprophan S.A.,383,2024-03-19T20:15:49,True
189,Laprophan S.A.,10,2024-12-26T13:55:58,True
190,Afric Phar S.A.,160,2025-11-28T13:50:42,True
191,Laprophan Maroc,125,2024-12-05T11:58:47,True
192,Laprophan S.A.,94,2024-01-14T20:43:14,True
193,Chiesi Maroc S.A.,82,2025-06-21T16:12:30,True
194,Chiesi Maroc Maroc,508,2024-08-10T19:43:37,True
195,Sothema SARL,190,2024-02-06T11:16:09,True
196,Ibrahim Pharm Maroc,194,2024-12-25T09:12:11,True
197,Galenica S.A.,167,2025-11-27T17:18:38,True
198,Maphar Maroc,293,2024-07-09T13:47:15,True
199,Ibrahim Pharm S.A.,258,2025-03-03T08:04:31,True
200,Galenica Maroc,62,2025-02-22T20:57:45,True
201,Synthemed Maroc S.A.,91,2025-10-25T13:44:43,True
202,Afric Phar Maroc,68,2025-12-27T13:28:22,True
203,Synthemed Maroc SARL,512,2025-08-11T16:47:12,True
204,Chiesi Maroc Maroc,175,2024-12-12T14:29:56,True
205,Synthemed Maroc SARL,413,2025-08-15T10:09:47,True
206,Maphar SARL,26,2024-06-13T18:09:25,True
207,Galenica S.A.,445,2024-03-19T10:13:06,True
208,Sothema SARL,484,2024-05-11T11:01:31,True
209,Maphar S.A.,311,2025-04-07T15:38:46,True
210,Synthemed Maroc SARL,446,2024-08-22T08:22:06,True
211,Laprophan SARL,489,2025-03-08T16:31:51,True
212,Chiesi Maroc SARL,503,2024-05-21T10:21:40,True
213,Cooper Pharma Maroc,440,2024-10-05T16:18:21,True
214,Galenica Maroc,132,2025-10-16T09:01:28,True
215,Galenica SARL,253,2024-06-23T11:58:55,True
216,Galenica Maroc,488,2025-09-11T17:50:21,True
217,Chiesi Maroc S.A.,330,2024-12-19T17:15:52,True
218,Chiesi Maroc SARL,482,2024-06-17T09:24:48,True
219,Promopharm Maroc,330,2024-09-16T15:38:57,True
220,Cooper Pharma S.A.,461,2025-04-26T20:17:45,True
221,Promopharm SARL,61,2025-04-08T18:00:20,True
222,Galenica Maroc,495,2024-05-11T15:20:38,True
223,Ibrahim Pharm S.A.,193,2024-05-24T08:47:56,True
224,Chiesi Maroc Maroc,517,2025-04-26T14:27:44,True
225,Sothema SARL,268,2024-03-10T08:01:41,True
226,Maphar S.A.,378,2025-03-15T18:24:35,True
227,Promopharm Maroc,455,2025-02-09T15:17:12,True
228,Afric Phar SARL,292,2024-10-05T13:01:07,True
229,Sothema SARL,489,2025-03-11T19:24:35,True
230,Sothema Maroc,445,2025-07-06T13:39:53,True
231,Sothema Maroc,290,2025-10-25T17:02:56,True
232,Ibrahim Pharm S.A.,136,2025-02-03T10:09:06,True
233,Ibrahim Pharm S.A.,241,2024-06-12T13:05:26,True
234,Galenica S.A.,505,2025-09-02T16:26:41,True
235,Maphar Maroc,159,2024-04-15T10:07:48,True
236,Cooper Pharma S.A.,246,2024-11-22T16:01:03,True
237,Chiesi Maroc SARL,44,2024-04-25T11:09:55,True
238,Promopharm Maroc,328,2025-07-25T18:42:25,True
239,Sothema Maroc,297,2025-01-22T19:44:26,True
240,Ibrahim Pharm S.A.,42,2024-10-02T11:14:37,True
241,Synthemed Maroc S.A.,358,2024-10-12T16:57:53,True
242,Promopharm SARL,218,2024-09-01T18:47:39,True
243,Cooper Pharma SARL,384,2025-03-27T11:48:38,True
244,Cooper Pharma SARL,201,2025-05-13T09:41:18,True
245,Synthemed Maroc S.A.,457,2025-04-06T09:02:24,True
246,Laprophan Maroc,211,2024-10-24T19:19:53,True
247,Chiesi Maroc Maroc,311,2025-08-02T18:40:14,True
248,Afric Phar SARL,223,2024-05-01T11:53:11,True
249,Galenica S.A.,512,2025-12-11T15:25:38,True
250,Promopharm SARL,492,2025-11-28T11:04:39,True
251,Laprophan S.A.,32,2024-01-09T08:19:28,True
252,Maphar Maroc,164,2024-01-12T11:41:12,True
253,Maphar Maroc,382,2024-05-14T18:01:19,True
254,Sothema S.A.,310,2024-05-15T20:58:13,True
255,Laprophan Maroc,32,2025-03-01T09:05:46,True
256,Chiesi Maroc SARL,280,2025-01-23T17:30:04,True
257,Promopharm S.A.,67,2025-11-13T08:02:31,True
258,Maphar SARL,423,2024-01-19T08:42:04,True
259,Cooper Pharma Maroc,289,2025-04-26T12:01:42,True
260,Cooper Pharma S.A.,241,2025-01-21T08:55:36,True
261,Maphar Maroc,501,2024-12-28T19:03:18,True
262,Galenica S.A.,377,2025-08-18T10:23:42,True
263,Galenica Maroc,150,2025-12-21T13:26:11,True
264,Afric Phar SARL,382,2025-06-25T12:09:52,True
265,Synthemed Maroc Maroc,418,2025-07-03T17:16:56,True
266,Promopharm SARL,368,2025-08-25T16:55:43,True
267,Promopharm S.A.,352,2024-10-11T16:40:53,True
268,Promopharm Maroc,143,2024-12-13T09:52:26,True
269,Laprophan Maroc,43,2024-10-01T12:59:35,True
270,Promopharm Maroc,233,2025-08-04T13:46:53,True
271,Galenica Maroc,405,2025-04-19T13:47:26,True
272,Laprophan S.A.,465,2024-12-25T11:45:00,True
273,Ibrahim Pharm S.A.,508,2024-02-23T12:15:48,True
274,Maphar SARL,215,2024-04-01T08:01:18,True
275,Laprophan S.A.,191,2024-02-09T15:07:27,True
276,Galenica Maroc,413,2024-12-20T12:21:24,True
277,Galenica S.A.,312,2025-10-19T15:40:39,True
278,Afric Phar S.A.,504,2024-08-11T13:01:16,True
279,Synthemed Maroc SARL,101,2025-12-19T17:56:22,True
280,Synthemed Maroc S.A.,390,2024-08-25T09:30:16,True
281,Ibrahim Pharm S.A.,85,2024-12-27T19:40:59,True
282,Laprophan SARL,389,2025-04-20T15:02:20,True
283,Cooper Pharma Maroc,463,2024-10-14T09:00:43,True
284,Promopharm Maroc,29,2025-02-17T10:29:17,True
285,Afric Phar SARL,549,2024-05-19T09:44:33,True
286,Synthemed Maroc S.A.,463,2025-03-02T12:38:21,True
287,Maphar S.A.,159,2024-04-16T15:15:00,True
288,Maphar Maroc,181,2025-01-10T10:14:21,True
289,Afric Phar SARL,235,2025-12-04T09:10:08,True
290,Promopharm Maroc,25,2025-08-12T20:44:27,True
291,Sothema Maroc,538,2025-11-18T09:26:30,True
292,Sothema SARL,447,2025-02-03T09:16:56,True
293,Galenica SARL,411,2024-03-04T08:10:05,True
294,Afric Phar S.A.,202,2025-11-18T13:35:16,True
295,Synthemed Maroc S.A.,190,2025-02-18T08:14:12,True
296,Promopharm SARL,137,2025-01-12T08:32:50,True
297,Sothema S.A.,538,2025-10-17T08:19:56,True
298,Promopharm SARL,250,2025-04-07T18:30:30,True
299,Synthemed Maroc S.A.,102,2024-07-18T18:40:34,True
300,Laprophan S.A.,131,2024-02-16T16:04:36,True
301,Promopharm S.A.,424,2025-04-27T12:26:03,True
302,Maphar S.A.,329,2025-01-07T18:46:59,True
303,Galenica SARL,461,2024-12-05T15:39:50,True
304,Ibrahim Pharm SARL,162,2024-10-17T12:31:49,True
305,Laprophan SARL,32,2025-02-18T09:45:57,True
306,Promopharm Maroc,41,2025-05-13T12:29:41,True
307,Galenica SARL,549,2025-05-28T15:32:31,True
308,Maphar Maroc,141,2025-06-03T19:31:21,True
309,Ibrahim Pharm Maroc,65,2025-11-09T12:55:18,True
310,Afric Phar Maroc,234,2025-06-08T17:12:22,True
311,Cooper Pharma S.A.,344,2025-05-09T17:27:42,True
312,Chiesi Maroc Maroc,143,2025-04-22T18:23:45,True
313,Ibrahim Pharm Maroc,329,2024-08-19T16:11:07,True
314,Cooper Pharma Maroc,253,2024-10-26T18:53:21,True
315,Promopharm Maroc,509,2025-04-13T15:45:17,True
316,Afric Phar SARL,350,2024-05-20T09:16:07,True
317,Maphar Maroc,403,2024-02-07T20:59:16,True
318,Synthemed Maroc SARL,284,2025-04-09T08:27:40,True
319,Synthemed Maroc Maroc,111,2025-07-13T13:07:08,True
320,Promopharm S.A.,371,2024-01-28T09:17:06,True
321,Ibrahim Pharm Maroc,275,2024-02-24T18:27:13,True
322,Sothema Maroc,62,2024-02-11T17:46:17,True
323,Cooper Pharma SARL,247,2024-04-20T17:36:48,True
324,Cooper Pharma Maroc,363,2024-03-01T16:37:20,True
325,Chiesi Maroc S.A.,393,2024-09-20T08:10:05,True
326,Afric Phar Maroc,277,2025-02-04T11:54:26,True
327,Chiesi Maroc S.A.,471,2024-03-08T12:06:00,True
328,Chiesi Maroc Maroc,316,2025-10-28T17:54:24,True
329,Synthemed Maroc S.A.,238,2024-02-14T19:28:28,True
330,Promopharm Maroc,394,2025-01-18T20:17:13,True
331,Synthemed Maroc SARL,537,2025-06-01T15:32:39,True
332,Maphar SARL,211,2025-03-23T09:38:53,True
333,Maphar S.A.,414,2024-04-11T13:25:17,True
334,Chiesi Maroc Maroc,298,2024-07-20T15:01:43,True
335,Afric Phar S.A.,67,2025-12-26T08:24:36,True
336,Galenica SARL,391,2024-08-14T19:28:58,True
337,Maphar S.A.,448,2025-06-08T12:23:58,True
338,Cooper Pharma SARL,162,2024-04-28T17:41:33,True
339,Afric Phar Maroc,201,2024-07-12T08:48:14,True
340,Laprophan Maroc,163,2024-10-23T16:03:16,True
341,Laprophan Maroc,262,2025-03-10T10:54:27,True
342,Cooper Pharma S.A.,235,2025-05-06T16:04:14,True
343,Laprophan Maroc,54,2024-05-18T15:27:57,True
344,Promopharm S.A.,18,2024-10-23T09:04:49,True
345,Laprophan SARL,184,2024-08-18T20:23:46,True
346,Promopharm S.A.,547,2024-04-26T08:20:54,True
347,Promopharm SARL,526,2024-09-17T08:25:08,True
348,Promopharm S.A.,481,2024-03-08T17:53:23,True
349,Afric Phar SARL,474,2024-08-06T19:07:45,True
350,Chiesi Maroc S.A.,44,2024-07-05T08:18:29,True
351,Ibrahim Pharm SARL,405,2025-09-15T18:33:22,True
352,Afric Phar Maroc,415,2025-09-14T10:32:54,True
353,Synthemed Maroc S.A.,38,2024-02-20T13:53:19,True
354,Laprophan Maroc,423,2025-07-10T13:01:20,True
355,Synthemed Maroc S.A.,17,2024-07-25T18:48:09,True
356,Synthemed Maroc Maroc,144,2025-07-08T10:01:57,True
357,Chiesi Maroc SARL,259,2025-07-15T19:29:23,True
358,Chiesi Maroc SARL,134,2025-01-08T10:57:40,True
359,Laprophan SARL,384,2024-06-15T14:56:41,True
360,Maphar S.A.,302,2025-09-18T15:02:59,True
361,Synthemed Maroc S.A.,361,2025-04-10T16:10:00,True
362,Laprophan S.A.,277,2024-01-17T11:40:33,True
363,Galenica S.A.,460,2025-06-26T17:29:22,True
364,Afric Phar SARL,292,2025-01-26T16:37:07,True
365,Synthemed Maroc SARL,444,2024-11-25T16:46:47,True
366,Afric Phar Maroc,69,2024-07-11T18:45:28,True
367,Cooper Pharma S.A.,146,2024-02-20T14:17:25,True
368,Chiesi Maroc S.A.,46,2025-01-05T11:26:36,True
369,Chiesi Maroc SARL,156,2025-09-19T12:58:13,True
370,Sothema S.A.,168,2024-05-24T15:50:04,True
371,Chiesi Maroc SARL,170,2025-02-03T18:29:51,True
372,Galenica Maroc,382,2025-05-19T16:35:56,True
373,Galenica Maroc,335,2024-11-22T19:37:33,True
374,Cooper Pharma Maroc,252,2024-01-14T15:17:21,True
375,Ibrahim Pharm SARL,511,2025-01-19T12:51:55,True
376,Cooper Pharma S.A.,152,2024-04-08T15:57:09,True
377,Laprophan Maroc,518,2025-07-24T14:26:36,True
378,Galenica SARL,84,2024-03-20T15:59:42,True
379,Laprophan SARL,59,2025-07-27T14:09:26,True
380,Synthemed Maroc S.A.,342,2025-02-10T11:31:56,True
381,Synthemed Maroc SARL,220,2025-07-28T11:18:15,True
382,Afric Phar S.A.,345,2024-10-11T17:24:54,True
383,Laprophan S.A.,85,2024-12-01T10:34:27,True
384,Synthemed Maroc S.A.,156,2024-01-16T10:02:08,True
385,Cooper Pharma SARL,366,2024-01-06T12:21:06,True
386,Sothema Maroc,85,2024-10-01T11:50:10,True
387,Maphar SARL,111,2025-10-10T17:53:33,True
388,Laprophan Maroc,292,2024-02-15T17:54:16,True
389,Promopharm Maroc,528,2024-08-20T11:44:18,True
390,Sothema SARL,347,2024-12-16T20:28:22,True
391,Ibrahim Pharm SARL,301,2025-07-26T11:50:54,True
392,Cooper Pharma Maroc,335,2024-04-15T10:45:09,True
393,Sothema S.A.,61,2024-03-04T15:08:09,True
394,Laprophan SARL,341,2025-10-08T19:30:27,True
395,Maphar S.A.,310,2024-08-21T08:23:10,True
396,Maphar S.A.,354,2024-01-02T20:16:24,True
397,Promopharm SARL,475,2025-12-28T13:28:08,True
398,Galenica Maroc,433,2025-10-28T19:11:00,True
399,Promopharm SARL,426,2024-08-11T10:02:56,True
400,Promopharm S.A.,526,2025-05-07T19:11:26,True
401,Sothema S.A.,370,2025-10-12T13:00:06,True
402,Synthemed Maroc Maroc,207,2024-03-11T18:42:54,True
403,Ibrahim Pharm SARL,544,2025-09-19T17:59:39,True
404,Chiesi Maroc SARL,41,2025-12-19T16:18:34,True
405,Synthemed Maroc S.A.,292,2025-01-14T17:40:50,True
406,Laprophan SARL,428,2025-10-19T11:59:20,True
407,Afric Phar S.A.,461,2025-05-21T08:52:14,True
408,Afric Phar SARL,405,2025-01-17T11:02:14,True
409,Synthemed Maroc S.A.,407,2024-07-02T09:51:51,True
410,Cooper Pharma Maroc,427,2024-09-28T19:50:49,True
411,Cooper Pharma Maroc,53,2025-10-07T16:42:35,True
412,Cooper Pharma S.A.,241,2025-09-24T13:11:34,True
413,Chiesi Maroc S.A.,440,2024-06-21T11:30:01,True
414,Laprophan S.A.,265,2024-11-10T18:16:26,True
415,Promopharm SARL,209,2024-06-04T20:59:18,True
416,Cooper Pharma Maroc,71,2024-03-28T09:54:59,True
417,Sothema S.A.,68,2025-03-04T20:28:21,True
418,Laprophan Maroc,548,2025-09-04T15:42:39,True
419,Cooper Pharma S.A.,365,2024-06-06T14:51:12,True
420,Ibrahim Pharm SARL,19,2024-02-06T10:21:10,True
421,Ibrahim Pharm Maroc,548,2024-08-25T18:22:01,True
422,Galenica SARL,443,2024-09-25T20:25:13,True
423,Promopharm S.A.,496,2024-12-08T18:59:58,True
424,Synthemed Maroc Maroc,469,2025-06-21T13:12:57,True
425,Sothema S.A.,464,2024-01-19T13:01:42,True
426,Galenica Maroc,347,2025-12-27T08:20:55,True
427,Synthemed Maroc S.A.,138,2024-10-17T16:49:07,True
428,Afric Phar S.A.,485,2025-09-18T19:48:21,True
429,Laprophan Maroc,34,2025-04-10T16:52:27,True
430,Cooper Pharma S.A.,110,2024-05-22T10:44:16,True
431,Maphar S.A.,288,2025-07-03T16:23:04,True
432,Synthemed Maroc SARL,308,2025-01-01T12:20:11,True
433,Laprophan S.A.,538,2024-06-04T09:16:49,True
434,Galenica SARL,127,2024-10-07T17:51:05,True
435,Chiesi Maroc S.A.,284,2025-09-25T16:58:54,True
436,Laprophan Maroc,305,2025-02-13T20:59:02,True
437,Cooper Pharma SARL,96,2025-05-24T08:08:04,True
438,Laprophan Maroc,5,2024-08-02T15:51:23,True
439,Maphar Maroc,110,2025-03-19T16:57:50,True
440,Chiesi Maroc S.A.,343,2024-03-21T17:44:55,True
441,Laprophan Maroc,18,2025-04-24T19:08:10,True
442,Ibrahim Pharm S.A.,418,2024-11-17T12:36:50,True
443,Chiesi Maroc SARL,244,2024-07-07T17:42:24,True
444,Chiesi Maroc Maroc,300,2025-03-13T17:26:58,True
445,Afric Phar SARL,276,2024-10-28T09:45:26,True
446,Cooper Pharma Maroc,510,2024-02-13T17:12:47,True
447,Cooper Pharma Maroc,132,2024-11-19T09:42:15,True
448,Promopharm Maroc,42,2024-04-24T08:46:04,True
449,Maphar S.A.,224,2025-02-19T08:41:13,True
450,Laprophan Maroc,15,2025-02-11T11:28:09,True
451,Promopharm Maroc,127,2025-06-14T14:42:33,True
452,Cooper Pharma SARL,207,2024-04-13T13:12:55,True
453,Chiesi Maroc SARL,501,2025-07-02T12:00:27,True
454,Synthemed Maroc S.A.,63,2024-12-15T16:18:13,True
455,Maphar S.A.,295,2024-05-09T10:27:49,True
456,Sothema SARL,543,2024-10-15T13:19:41,True
457,Chiesi Maroc SARL,206,2025-08-13T12:10:30,True
458,Chiesi Maroc SARL,137,2024-04-21T15:24:14,True
459,Ibrahim Pharm Maroc,149,2024-05-24T13:33:16,True
460,Laprophan SARL,529,2025-12-13T08:04:36,True
461,Laprophan S.A.,290,2025-04-25T18:59:35,True
462,Afric Phar Maroc,543,2024-11-16T16:00:09,True
463,Sothema SARL,430,2025-01-16T11:11:06,True
464,Cooper Pharma Maroc,436,2025-12-26T12:37:12,True
465,Maphar Maroc,366,2024-07-16T17:12:56,True
