id,name,pharmacy_id,created_at,active
222,Antibiotics - 222,91,2025-07-15T11:50:08,True
223,Analgesics & Pain Relief - 223,289,2025-08-11T20:56:36,True
224,First Aid - 224,332,2024-02-06T17:47:37,True
225,Respiratory - 225,320,2024-07-02T11:53:15,True
226,Respiratory - 226,184,2024-12-05T15:23:22,True
227,Vitamins & Supplements - 227,80,2025-08-15T08:44:38,True
228,Vitamins & Supplements - 228,2,2025-02-03T20:22:53,True
229,Vitamins & Supplements - 229,232,2024-03-07T14:44:10,True
230,Antibiotics - 230,176,2024-06-17T20:07:33,True
231,First Aid - 231,5,2025-10-04T14:06:49,True
232,Antibiotics - 232,516,2025-04-18T13:21:35,True
233,Antibiotics - 233,321,2025-12-16T10:45:44,True
234,Antibiotics - 234,391,2024-12-02T20:49:21,True
235,Cardiovascular - 235,491,2024-02-18T14:38:09,True
236,First Aid - 236,177,2025-06-10T08:42:06,True
237,Vitamins & Supplements - 237,173,2025-03-01T08:11:35,True
238,Cardiovascular - 238,302,2024-11-27T11:08:42,True
239,Vitamins & Supplements - 239,61,2025-02-09T12:31:17,True
240,Cardiovascular - 240,135,2024-02-14T13:36:38,True
241,Cardiovascular - 241,11,2024-12-21T19:00:08,True
242,Analgesics & Pain Relief - 242,213,2024-05-23T19:09:14,True
243,Vitamins & Supplements - 243,134,2025-08-12T10:44:56,True
244,Antibiotics - 244,250,2025-12-07T08:57:49,True
245,Vitamins & Supplements - 245,516,2024-07-11T08:26:16,True
246,Respiratory - 246,202,2024-11-27T08:22:45,True
247,Cardiovascular - 247,451,2025-08-12T14:57:37,True
248,Antibiotics - 248,230,2024-02-22T08:41:10,True
249,Antibiotics - 249,426,2024-08-10T14:55:38,True
250,Analgesics & Pain Relief - 250,163,2024-02-26T08:16:15,True
251,Dermatology - 251,69,2025-07-06T10:36:05,True
252,Cardiovascular - 252,122,2025-08-01T16:03:23,True
253,Respiratory - 253,378,2025-07-15T20:56:57,True
254,Analgesics & Pain Relief - 254,393,2024-12-13T10:05:36,True
255,Respiratory - 255,371,2025-01-10T17:18:49,True
256,Dermatology - 256,308,2024-08-14T14:12:43,True
257,Dermatology - 257,194,2024-10-14T13:00:19,True
258,Respiratory - 258,172,2025-04-05T10:24:08,True
259,Respiratory - 259,121,2024-05-05T12:13:50,True
260,Respiratory - 260,141,2025-11-18T19:20:17,True
261,Vitamins & Supplements - 261,104,2024-09-24T15:38:43,True
262,Antibiotics - 262,418,2024-11-08T19:19:58,True
263,Antibiotics - 263,390,2025-04-07T16:21:51,True
264,Cardiovascular - 264,138,2025-08-06T13:42:03,True
265,Gastrointestinal - 265,545,2024-04-08T12:12:52,True
266,Analgesics & Pain Relief - 266,247,2024-02-23T13:54:42,True
267,First Aid - 267,416,2024-06-24T12:23:55,True
268,First Aid - 268,400,2025-08-11T20:29:25,True
269,Dermatology - 269,344,2024-06-08T14:23:36,True
270,First Aid - 270,278,2025-07-24T17:49:32,True
271,Respiratory - 271,66,2025-04-09T10:05:11,True
272,Gastrointestinal - 272,293,2025-01-18T19:58:00,True
273,Gastrointestinal - 273,314,2024-06-06T20:25:38,True
274,Vitamins & Supplements - 274,331,2025-10-13T14:19:54,True
275,First Aid - 275,187,2024-04-01T15:55:17,True
276,Vitamins & Supplements - 276,246,2025-12-19T09:17:11,True
277,Respiratory - 277,126,2025-01-22T12:41:34,True
278,Cardiovascular - 278,254,2024-07-27T09:19:49,True
279,Gastrointestinal - 279,317,2024-12-26T08:28:36,True
280,Respiratory - 280,226,2025-04-04T18:57:01,True
281,Analgesics & Pain Relief - 281,547,2024-08-17T13:58:10,True
282,Vitamins & Supplements - 282,124,2024-06-24T16:28:05,True
283,Dermatology - 283,326,2024-04-12T18:17:47,True
284,Vitamins & Supplements - 284,444,2025-05-09T18:41:56,True
285,First Aid - 285,50,2024-08-07T18:10:55,True
286,Analgesics & Pain Relief - 286,542,2025-06-24T10:14:57,True
287,First Aid - 287,474,2025-03-19T14:25:43,True
288,Gastrointestinal - 288,417,2024-04-15T08:07:17,True
289,Analgesics & Pain Relief - 289,48,2025-03-27T15:59:34,True
290,Antibiotics - 290,26,2025-06-21T16:42:02,True
291,Analgesics & Pain Relief - 291,26,2024-08-28T18:11:46,True
292,Vitamins & Supplements - 292,68,2025-03-11T15:42:54,True
293,Cardiovascular - 293,123,2025-01-20T12:14:36,True
294,Antibiotics - 294,223,2025-09-26T18:44:05,True
295,First Aid - 295,169,2024-04-04T11:24:39,True
296,Gastrointestinal - 296,360,2024-09-25T14:11:58,True
297,Analgesics & Pain Relief - 297,191,2025-04-12T10:46:23,True
298,Gastrointestinal - 298,219,2024-03-06T10:40:44,True
299,First Aid - 299,233,2024-09-20T17:11:00,True
300,Dermatology - 300,373,2025-12-23T20:53:14,True
301,Gastrointestinal - 301,231,2024-04-14T14:05:32,True
302,Gastrointestinal - 302,36,2025-07-03T08:35:29,True
303,Analgesics & Pain Relief - 303,524,2024-07-20T15:50:07,True
304,Vitamins & Supplements - 304,205,2025-01-04T08:31:07,True
305,Vitamins & Supplements - 305,406,2024-06-21T16:14:57,True
306,Vitamins & Supplements - 306,92,2025-11-26T18:27:59,True
307,Dermatology - 307,547,2025-07-16T11:20:28,True
308,Dermatology - 308,135,2024-04-07T19:09:09,True
309,Vitamins & Supplements - 309,521,2024-11-04T20:38:18,True
310,Dermatology - 310,158,2025-09-22T19:36:09,True
311,Vitamins & Supplements - 311,183,2025-07-02T14:11:52,True
312,Gastrointestinal - 312,217,2025-11-02T14:15:53,True
313,First Aid - 313,251,2024-11-04T16:03:17,True
314,Respiratory - 314,504,2025-02-27T11:00:31,True
315,Gastrointestinal - 315,235,2025-02-21T16:20:09,True
316,Analgesics & Pain Relief - 316,74,2024-07-06T14:42:03,True
317,Dermatology - 317,409,2024-10-27T19:30:42,True
318,Gastrointestinal - 318,396,2024-06-24T12:50:30,True
319,Analgesics & Pain Relief - 319,371,2025-05-19T09:51:11,True
320,Antibiotics - 320,378,2024-07-24T12:04:04,True
321,Gastrointestinal - 321,338,2025-05-01T17:59:42,True
322,Antibiotics - 322,385,2024-10-11T15:35:31,True
323,Gastrointestinal - 323,190,2024-08-26T08:51:08,True
324,Analgesics & Pain Relief - 324,260,2024-07-06T18:00:04,True
325,First Aid - 325,99,2024-12-22T09:09:19,True
326,Antibiotics - 326,207,2024-12-14T17:25:29,True
327,First Aid - 327,416,2024-10-17T15:13:04,True
328,Vitamins & Supplements - 328,437,2025-08-08T09:51:38,True
329,Vitamins & Supplements - 329,136,2025-11-13T18:48:01,True
330,First Aid - 330,348,2025-11-18T14:22:15,True
331,Cardiovascular - 331,317,2024-02-20T09:40:49,True
332,Respiratory - 332,337,2025-04-01T16:43:46,True
333,Gastrointestinal - 333,187,2024-02-05T08:10:07,True
334,Antibiotics - 334,361,2024-06-16T20:24:17,True
335,Dermatology - 335,468,2025-08-01T19:03:00,True
336,Vitamins & Supplements - 336,431,2025-07-10T12:34:42,True
337,Respiratory - 337,509,2025-05-19T15:37:28,True
338,Dermatology - 338,92,2025-04-13T13:27:44,True
339,Analgesics & Pain Relief - 339,264,2025-01-01T14:15:22,True
340,Gastrointestinal - 340,226,2025-04-02T17:47:24,True
341,Dermatology - 341,437,2024-08-15T09:07:56,True
342,Gastrointestinal - 342,141,2025-04-11T11:03:44,True
343,Gastrointestinal - 343,478,2024-03-12T13:07:10,True
344,Vitamins & Supplements - 344,474,2025-11-07T14:19:15,True
345,Antibiotics - 345,322,2025-09-20T16:53:36,True
346,Gastrointestinal - 346,403,2025-05-14T18:27:15,True
347,Dermatology - 347,339,2025-05-24T11:19:45,True
348,Dermatology - 348,75,2025-10-04T14:36:59,True
349,Cardiovascular - 349,249,2025-05-19T15:18:14,True
350,Dermatology - 350,420,2025-01-17T20:43:53,True
351,Vitamins & Supplements - 351,150,2024-01-19T13:32:26,True
352,Vitamins & Supplements - 352,489,2024-10-22T16:41:49,True
353,Dermatology - 353,103,2024-03-04T08:57:48,True
354,First Aid - 354,133,2024-12-06T09:55:30,True
355,Analgesics & Pain Relief - 355,491,2025-05-28T16:22:12,True
356,Dermatology - 356,423,2025-06-16T20:37:08,True
357,Vitamins & Supplements - 357,39,2024-01-02T12:17:36,True
358,Respiratory - 358,312,2025-02-05T19:39:14,True
359,Analgesics & Pain Relief - 359,29,2024-12-28T13:06:08,True
360,Antibiotics - 360,209,2025-06-28T14:55:22,True
361,Respiratory - 361,195,2025-10-11T18:43:53,True
362,First Aid - 362,3,2025-02-19T17:13:04,True
363,Dermatology - 363,370,2025-04-09T19:20:25,True
364,Respiratory - 364,227,2024-02-08T16:35:23,True
365,Analgesics & Pain Relief - 365,210,2025-03-07T14:10:59,True
366,Vitamins & Supplements - 366,35,2024-04-10T15:18:11,True
367,Dermatology - 367,417,2024-11-04T08:19:14,True
368,First Aid - 368,426,2025-09-27T08:02:35,True
369,Gastrointestinal - 369,145,2025-07-25T17:03:09,True
370,Antibiotics - 370,499,2025-05-03T15:16:12,True
371,Analgesics & Pain Relief - 371,310,2024-06-02T10:14:34,True
372,Gastrointestinal - 372,49,2024-03-27T16:39:17,True
373,Respiratory - 373,401,2025-03-15T20:21:46,True
374,Vitamins & Supplements - 374,204,2024-03-17T10:39:50,True
375,Cardiovascular - 375,10,2024-01-05T13:25:36,True
376,Antibiotics - 376,221,2024-01-08T08:14:12,True
377,Dermatology - 377,419,2025-08-03T19:44:07,True
378,Respiratory - 378,468,2025-01-15T14:09:49,True
379,First Aid - 379,356,2025-04-24T08:11:17,True
380,Gastrointestinal - 380,216,2024-02-06T11:47:37,True
381,Dermatology - 381,500,2024-04-01T11:17:45,True
382,Vitamins & Supplements - 382,48,2024-09-10T15:04:51,True
383,Analgesics & Pain Relief - 383,94,2025-12-06T10:42:51,True
384,Vitamins & Supplements - 384,300,2024-06-02T15:52:56,True
385,Respiratory - 385,266,2025-12-25T09:53:58,True
386,First Aid - 386,508,2025-05-14T09:39:50,True
387,Vitamins & Supplements - 387,271,2024-07-12T18:34:14,True
388,First Aid - 388,158,2025-11-05T13:32:55,True
389,Antibiotics - 389,185,2024-06-20T08:51:37,True
390,Gastrointestinal - 390,395,2025-09-10T19:16:58,True
391,Vitamins & Supplements - 391,254,2025-04-21T11:28:36,True
392,Antibiotics - 392,191,2024-03-03T09:03:07,True
393,First Aid - 393,526,2024-04-23T13:44:35,True
394,Respiratory - 394,52,2024-08-28T08:55:52,True
395,First Aid - 395,299,2024-11-08T17:09:22,True
396,Antibiotics - 396,258,2025-03-20T13:47:56,True
397,Antibiotics - 397,506,2024-03-06T10:57:31,True
398,Respiratory - 398,261,2024-04-18T15:11:10,True
399,Analgesics & Pain Relief - 399,370,2025-03-05T09:24:11,True
400,Respiratory - 400,329,2025-10-21T14:54:12,True
401,Cardiovascular - 401,2,2024-04-10T12:19:28,True
402,Analgesics & Pain Relief - 402,313,2025-09-20T17:59:21,True
403,Analgesics & Pain Relief - 403,278,2025-01-26T10:00:55,True
404,Gastrointestinal - 404,387,2025-02-20T20:55:20,True
405,Cardiovascular - 405,459,2025-05-20T19:57:11,True
406,Respiratory - 406,438,2024-03-20T19:20:26,True
407,Cardiovascular - 407,275,2024-08-16T15:20:50,True
408,Vitamins & Supplements - 408,164,2025-10-05T08:26:05,True
409,Respiratory - 409,358,2024-03-26T17:08:01,True
410,Gastrointestinal - 410,162,2024-10-10T09:04:20,True
411,Respiratory - 411,224,2024-03-19T13:20:48,True
412,Respiratory - 412,239,2025-04-15T18:46:51,True
413,Vitamins & Supplements - 413,419,2024-10-24T12:42:48,True
414,Vitamins & Supplements - 414,44,2025-07-03T13:42:16,True
415,Analgesics & Pain Relief - 415,348,2024-04-07T19:06:14,True
416,Analgesics & Pain Relief - 416,45,2025-10-18T11:45:54,True
417,Vitamins & Supplements - 417,66,2024-03-28T10:06:53,True
418,Vitamins & Supplements - 418,79,2025-12-10T16:42:58,True
419,Antibiotics - 419,382,2024-07-18T14:34:31,True
420,Respiratory - 420,306,2024-02-25T17:07:33,True
421,Gastrointestinal - 421,269,2024-07-10T12:48:08,True
422,Analgesics & Pain Relief - 422,44,2025-03-19T16:58:59,True
423,First Aid - 423,453,2025-04-27T13:33:20,True
424,Respiratory - 424,412,2025-07-24T12:49:47,True
425,Antibiotics - 425,446,2024-04-10T18:11:07,True
426,Vitamins & Supplements - 426,447,2024-03-03T11:11:01,True
427,Dermatology - 427,66,2024-05-06T17:16:34,True
428,Cardiovascular - 428,116,2025-12-16T16:58:56,True
429,Antibiotics - 429,93,2025-10-15T10:52:48,True
430,Respiratory - 430,285,2024-11-06T16:44:12,True
431,Antibiotics - 431,21,2024-04-14T14:26:01,True
432,Vitamins & Supplements - 432,3,2024-01-12T11:47:10,True
433,Gastrointestinal - 433,199,2025-04-28T09:00:20,True
434,Analgesics & Pain Relief - 434,335,2024-05-08T16:57:15,True
435,Analgesics & Pain Relief - 435,364,2024-07-27T20:39:10,True
436,Analgesics & Pain Relief - 436,62,2025-07-18T19:27:10,True
437,First Aid - 437,447,2024-04-06T16:56:13,True
438,Respiratory - 438,209,2024-08-14T19:05:32,True
439,Gastrointestinal - 439,117,2025-03-13T15:06:15,True
440,Respiratory - 440,313,2024-01-03T11:09:42,True
441,Vitamins & Supplements - 441,206,2024-12-20T10:06:43,True
442,Cardiovascular - 442,358,2024-08-24T17:46:54,True
443,Antibiotics - 443,542,2025-06-23T20:47:44,True
444,Analgesics & Pain Relief - 444,416,2025-08-13T09:41:02,True
445,Respiratory - 445,380,2024-01-21T16:33:06,True
446,Dermatology - 446,254,2024-10-05T15:38:28,True
447,Respiratory - 447,120,2025-09-23T09:22:37,True
448,Respiratory - 448,547,2024-09-23T12:22:42,True
449,First Aid - 449,183,2024-12-27T19:09:44,True
450,Respiratory - 450,386,2025-12-27T14:34:24,True
451,Vitamins & Supplements - 451,363,2024-03-11T15:13:19,True
452,Vitamins & Supplements - 452,352,2025-04-20T12:42:27,True
453,Analgesics & Pain Relief - 453,456,2025-03-19T17:01:28,True
454,Dermatology - 454,487,2024-10-14T14:37:19,True
455,Antibiotics - 455,449,2025-08-01T16:00:35,True
456,First Aid - 456,315,2025-05-18T13:43:39,True
457,Dermatology - 457,416,2025-02-17T11:51:38,True
458,Dermatology - 458,116,2025-08-08T12:53:29,True
459,Gastrointestinal - 459,212,2025-12-19T16:51:34,True
460,Antibiotics - 460,390,2025-10-18T08:16:18,True
461,Gastrointestinal - 461,11,2024-11-21T16:51:25,True
