id,name,opening_time,closing_time,is_open,user_id,cart_id,address_id,created_at,is_active
27,Pharmacie Al Anouar 27,08:30:00,20:30:00,True,27,27,27,2025-01-19T16:14:37,True
28,Pharmacie Al Anouar 28,08:30:00,20:30:00,True,28,28,28,2024-12-21T08:14:04,True
29,Pharmacie Al Shifa 29,08:30:00,20:30:00,True,29,29,29,2024-09-08T12:42:31,True
30,Pharmacie Al Anouar 30,08:30:00,20:30:00,True,30,30,30,2025-04-26T15:51:26,True
31,Pharmacie Al Anouar 31,08:30:00,20:30:00,True,31,31,31,2024-11-14T13:27:26,True
32,Pharmacie Al Kawtar 32,08:30:00,20:30:00,True,32,32,32,2024-01-13T19:21:51,True
33,Pharmacie Ibn Sina 33,08:30:00,20:30:00,True,33,33,33,2024-04-18T15:08:27,True
34,Pharmacie Centrale 34,08:30:00,20:30:00,True,34,34,34,2025-04-28T09:28:51,True
35,Pharmacie Al Salam 35,08:30:00,20:30:00,True,35,35,35,2024-11-18T08:05:59,True
36,Pharmacie Al Anouar 36,08:30:00,20:30:00,True,36,36,36,2025-08-16T11:55:25,True
37,Pharmacie Al Shifa 37,08:30:00,20:30:00,True,37,37,37,2025-01-13T12:59:50,True
38,Pharmacie Al Kawtar 38,08:30:00,20:30:00,True,38,38,38,2025-12-24T20:35:42,True
39,Pharmacie Al Kawtar 39,08:30:00,20:30:00,True,39,39,39,2024-05-07T08:37:47,True
40,Pharmacie Al Salam 40,08:30:00,20:30:00,True,40,40,40,2025-01-02T17:30:32,True
41,Pharmacie Al Salam 41,08:30:00,20:30:00,True,41,41,41,2024-09-03T10:04:38,True
42,Pharmacie Ibn Sina 42,08:30:00,20:30:00,True,42,42,42,2025-02-19T11:37:38,True
43,Pharmacie Al Shifa 43,08:30:00,20:30:00,True,43,43,43,2025-11-19T17:33:20,True
44,Pharmacie Atlas 44,08:30:00,20:30:00,True,44,44,44,2025-04-09T14:08:42,True
45,Pharmacie Atlas 45,08:30:00,20:30:00,False,45,45,45,2025-02-01T15:39:36,True
46,Pharmacie Ibn Sina 46,08:30:00,20:30:00,True,46,46,46,2024-09-09T10:59:22,True
47,Pharmacie Ibn Sina 47,08:30:00,20:30:00,True,47,47,47,2025-05-06T15:53:34,True
48,Pharmacie Atlas 48,08:30:00,20:30:00,True,48,48,48,2025-11-04T10:16:07,True
49,Pharmacie Ibn Sina 49,08:30:00,20:30:00,True,49,49,49,2025-05-20T11:45:21,True
50,Pharmacie Al Anouar 50,08:30:00,20:30:00,True,50,50,50,2025-05-28T08:05:40,True
51,Pharmacie Marrakech 51,08:30:00,20:30:00,True,51,51,51,2024-01-11T20:08:40,True
52,Pharmacie Atlas 52,08:30:00,20:30:00,True,52,52,52,2025-09-23T14:35:00,True
53,Pharmacie Ibn Sina 53,08:30:00,20:30:00,True,53,53,53,2024-09-02T13:37:35,True
54,Pharmacie Centrale 54,08:30:00,20:30:00,False,54,54,54,2024-01-10T13:57:59,True
55,Pharmacie Al Shifa 55,08:30:00,20:30:00,True,55,55,55,2024-11-08T18:06:22,True
56,Pharmacie Al Salam 56,08:30:00,20:30:00,False,56,56,56,2024-04-28T10:51:51,True
57,Pharmacie Centrale 57,08:30:00,20:30:00,False,57,57,57,2024-03-24T13:50:59,True
58,Pharmacie Marrakech 58,08:30:00,20:30:00,True,58,58,58,2025-03-26T19:06:24,True
59,Pharmacie Al Shifa 59,08:30:00,20:30:00,False,59,59,59,2024-04-27T15:22:19,True
60,Pharmacie Al Anouar 60,08:30:00,20:30:00,True,60,60,60,2024-11-07T14:21:17,True
61,Pharmacie Ibn Sina 61,08:30:00,20:30:00,True,61,61,61,2025-11-17T14:43:53,True
62,Pharmacie Al Salam 62,08:30:00,20:30:00,True,62,62,62,2024-02-09T10:37:16,True
63,Pharmacie Al Shifa 63,08:30:00,20:30:00,True,63,63,63,2025-06-24T20:20:27,True
64,Pharmacie Anfa 64,08:30:00,20:30:00,True,64,64,64,2025-10-07T12:02:45,True
65,Pharmacie Marrakech 65,08:30:00,20:30:00,True,65,65,65,2024-06-14T09:42:58,True
66,Pharmacie Al Amal 66,08:30:00,20:30:00,True,66,66,66,2024-12-10T16:19:42,True
67,Pharmacie Marrakech 67,08:30:00,20:30:00,True,67,67,67,2025-12-10T16:08:12,True
68,Pharmacie Marrakech 68,08:30:00,20:30:00,False,68,68,68,2024-10-19T12:25:35,True
69,Pharmacie Al Shifa 69,08:30:00,20:30:00,True,69,69,69,2025-04-14T20:37:38,True
70,Pharmacie Al Amal 70,08:30:00,20:30:00,False,70,70,70,2025-08-22T11:32:30,True
71,Pharmacie Centrale 71,08:30:00,20:30:00,True,71,71,71,2025-09-22T18:39:21,True
72,Pharmacie Ibn Sina 72,08:30:00,20:30:00,True,72,72,72,2025-04-26T11:09:01,True
73,Pharmacie Al Shifa 73,08:30:00,20:30:00,True,73,73,73,2025-10-28T20:04:29,True
74,Pharmacie Marrakech 74,08:30:00,20:30:00,True,74,74,74,2025-08-13T11:09:41,True
75,Pharmacie Al Shifa 75,08:30:00,20:30:00,True,75,75,75,2025-04-06T20:44:33,True
76,Pharmacie Al Kawtar 76,08:30:00,20:30:00,True,76,76,76,2024-02-15T10:51:29,True
77,Pharmacie Al Salam 77,08:30:00,20:30:00,True,77,77,77,2025-10-27T19:57:32,True
78,Pharmacie Marrakech 78,08:30:00,20:30:00,False,78,78,78,2024-12-28T15:28:16,True
79,Pharmacie Al Anouar 79,08:30:00,20:30:00,True,79,79,79,2025-11-08T12:28:04,True
80,Pharmacie Atlas 80,08:30:00,20:30:00,True,80,80,80,2025-06-11T16:05:08,True
81,Pharmacie Centrale 81,08:30:00,20:30:00,True,81,81,81,2025-12-05T19:13:04,True
82,Pharmacie Marrakech 82,08:30:00,20:30:00,False,82,82,82,2025-09-15T14:03:13,True
83,Pharmacie Marrakech 83,08:30:00,20:30:00,False,83,83,83,2024-10-13T15:00:22,True
84,Pharmacie Atlas 84,08:30:00,20:30:00,False,84,84,84,2025-09-24T19:34:51,True
85,Pharmacie Anfa 85,08:30:00,20:30:00,True,85,85,85,2025-04-09T14:31:01,True
86,Pharmacie Marrakech 86,08:30:00,20:30:00,True,86,86,86,2025-12-06T15:58:08,True
87,Pharmacie Anfa 87,08:30:00,20:30:00,True,87,87,87,2025-10-19T18:01:05,True
88,Pharmacie Marrakech 88,08:30:00,20:30:00,True,88,88,88,2025-03-02T12:24:20,True
89,Pharmacie Al Anouar 89,08:30:00,20:30:00,False,89,89,89,2025-06-25T14:17:48,True
90,Pharmacie Marrakech 90,08:30:00,20:30:00,True,90,90,90,2024-08-01T19:34:03,True
91,Pharmacie Al Amal 91,08:30:00,20:30:00,True,91,91,91,2024-11-02T20:01:15,True
92,Pharmacie Al Anouar 92,08:30:00,20:30:00,True,92,92,92,2024-04-05T15:42:07,True
93,Pharmacie Anfa 93,08:30:00,20:30:00,True,93,93,93,2025-12-09T20:23:10,True
94,Pharmacie Anfa 94,08:30:00,20:30:00,True,94,94,94,2024-05-04T17:01:59,True
95,Pharmacie Atlas 95,08:30:00,20:30:00,False,95,95,95,2025-12-07T09:37:44,True
96,Pharmacie Al Anouar 96,08:30:00,20:30:00,True,96,96,96,2025-11-20T20:07:50,True
97,Pharmacie Anfa 97,08:30:00,20:30:00,True,97,97,97,2025-09-14T18:23:04,True
98,Pharmacie Al Salam 98,08:30:00,20:30:00,True,98,98,98,2024-07-27T15:06:27,True
99,Pharmacie Al Amal 99,08:30:00,20:30:00,False,99,99,99,2024-07-06T19:33:41,True
100,Pharmacie Atlas 100,08:30:00,20:30:00,False,100,100,100,2025-07-27T19:37:17,True
101,Pharmacie Al Amal 101,08:30:00,20:30:00,True,101,101,101,2024-05-15T11:48:29,True
102,Pharmacie Anfa 102,08:30:00,20:30:00,False,102,102,102,2025-01-16T13:11:31,True
103,Pharmacie Al Anouar 103,08:30:00,20:30:00,True,103,103,103,2025-06-09T17:44:56,True
104,Pharmacie Atlas 104,08:30:00,20:30:00,True,104,104,104,2024-02-08T19:26:31,True
105,Pharmacie Al Salam 105,08:30:00,20:30:00,True,105,105,105,2025-11-23T15:28:50,True
106,Pharmacie Al Shifa 106,08:30:00,20:30:00,True,106,106,106,2025-04-13T19:15:19,True
107,Pharmacie Anfa 107,08:30:00,20:30:00,True,107,107,107,2025-09-17T13:27:47,True
108,Pharmacie Al Salam 108,08:30:00,20:30:00,True,108,108,108,2025-12-15T12:19:16,True
109,Pharmacie Al Anouar 109,08:30:00,20:30:00,True,109,109,109,2024-06-04T19:34:48,True
110,Pharmacie Centrale 110,08:30:00,20:30:00,True,110,110,110,2024-12-16T12:46:37,True
111,Pharmacie Al Salam 111,08:30:00,20:30:00,True,111,111,111,2024-04-10T11:23:11,True
112,Pharmacie Atlas 112,08:30:00,20:30:00,True,112,112,112,2024-05-02T08:35:18,True
113,Pharmacie Centrale 113,08:30:00,20:30:00,False,113,113,113,2024-01-19T12:30:30,True
114,Pharmacie Al Kawtar 114,08:30:00,20:30:00,True,114,114,114,2024-01-09T15:07:52,True
115,Pharmacie Ibn Sina 115,08:30:00,20:30:00,False,115,115,115,2025-02-19T18:43:03,True
116,Pharmacie Centrale 116,08:30:00,20:30:00,True,116,116,116,2025-02-08T09:35:48,True
117,Pharmacie Marrakech 117,08:30:00,20:30:00,True,117,117,117,2025-08-15T12:55:37,True
118,Pharmacie Marrakech 118,08:30:00,20:30:00,True,118,118,118,2024-10-24T09:48:13,True
119,Pharmacie Al Anouar 119,08:30:00,20:30:00,True,119,119,119,2024-03-08T10:35:04,True
120,Pharmacie Centrale 120,08:30:00,20:30:00,True,120,120,120,2025-08-23T17:30:18,True
121,Pharmacie Al Shifa 121,08:30:00,20:30:00,True,121,121,121,2025-12-10T19:55:29,True
122,Pharmacie Ibn Sina 122,08:30:00,20:30:00,True,122,122,122,2025-11-19T18:51:59,True
123,Pharmacie Al Anouar 123,08:30:00,20:30:00,False,123,123,123,2024-09-08T18:09:58,True
124,Pharmacie Atlas 124,08:30:00,20:30:00,True,124,124,124,2024-01-06T20:19:38,True
125,Pharmacie Anfa 125,08:30:00,20:30:00,True,125,125,125,2025-02-15T19:19:44,True
126,Pharmacie Marrakech 126,08:30:00,20:30:00,True,126,126,126,2025-08-03T17:02:56,True
127,Pharmacie Marrakech 127,08:30:00,20:30:00,True,127,127,127,2025-01-03T11:43:53,True
128,Pharmacie Anfa 128,08:30:00,20:30:00,True,128,128,128,2025-10-02T20:48:11,True
129,Pharmacie Al Kawtar 129,08:30:00,20:30:00,False,129,129,129,2025-03-19T14:40:52,True
130,Pharmacie Al Kawtar 130,08:30:00,20:30:00,True,130,130,130,2025-06-14T13:20:42,True
131,Pharmacie Ibn Sina 131,08:30:00,20:30:00,True,131,131,131,2025-07-23T15:18:42,True
132,Pharmacie Marrakech 132,08:30:00,20:30:00,True,132,132,132,2025-02-11T12:20:07,True
133,Pharmacie Marrakech 133,08:30:00,20:30:00,True,133,133,133,2025-07-02T11:33:23,True
134,Pharmacie Anfa 134,08:30:00,20:30:00,False,134,134,134,2025-01-07T12:35:08,True
135,Pharmacie Atlas 135,08:30:00,20:30:00,False,135,135,135,2025-02-01T18:38:51,True
136,Pharmacie Al Anouar 136,08:30:00,20:30:00,True,136,136,136,2025-09-01T16:26:05,True
137,Pharmacie Al Anouar 137,08:30:00,20:30:00,True,137,137,137,2025-02-21T10:31:59,True
138,Pharmacie Atlas 138,08:30:00,20:30:00,True,138,138,138,2025-08-16T11:29:35,True
139,Pharmacie Centrale 139,08:30:00,20:30:00,False,139,139,139,2024-10-17T19:56:08,True
140,Pharmacie Ibn Sina 140,08:30:00,20:30:00,True,140,140,140,2025-06-26T16:17:52,True
141,Pharmacie Al Shifa 141,08:30:00,20:30:00,True,141,141,141,2025-10-19T18:31:55,True
142,Pharmacie Centrale 142,08:30:00,20:30:00,False,142,142,142,2025-06-11T16:48:34,True
143,Pharmacie Marrakech 143,08:30:00,20:30:00,False,143,143,143,2025-04-23T11:36:24,True
144,Pharmacie Al Anouar 144,08:30:00,20:30:00,False,144,144,144,2024-06-24T15:45:58,True
145,Pharmacie Marrakech 145,08:30:00,20:30:00,False,145,145,145,2024-08-02T10:32:37,True
146,Pharmacie Al Amal 146,08:30:00,20:30:00,True,146,146,146,2025-02-17T15:00:46,True
147,Pharmacie Centrale 147,08:30:00,20:30:00,False,147,147,147,2024-02-16T20:16:21,True
148,Pharmacie Anfa 148,08:30:00,20:30:00,False,148,148,148,2024-06-28T18:54:34,True
149,Pharmacie Marrakech 149,08:30:00,20:30:00,True,149,149,149,2025-09-02T17:04:15,True
150,Pharmacie Atlas 150,08:30:00,20:30:00,True,150,150,150,2024-07-04T20:40:45,True
151,Pharmacie Ibn Sina 151,08:30:00,20:30:00,False,151,151,151,2024-12-10T08:02:20,True
152,Pharmacie Al Shifa 152,08:30:00,20:30:00,True,152,152,152,2025-06-14T10:15:33,True
153,Pharmacie Marrakech 153,08:30:00,20:30:00,True,153,153,153,2024-03-03T17:55:24,True
154,Pharmacie Anfa 154,08:30:00,20:30:00,True,154,154,154,2025-10-05T11:29:40,True
155,Pharmacie Atlas 155,08:30:00,20:30:00,False,155,155,155,2025-11-01T20:29:57,True
156,Pharmacie Atlas 156,08:30:00,20:30:00,True,156,156,156,2024-08-12T17:19:40,True
157,Pharmacie Marrakech 157,08:30:00,20:30:00,True,157,157,157,2025-05-07T14:54:30,True
158,Pharmacie Ibn Sina 158,08:30:00,20:30:00,True,158,158,158,2025-10-12T17:18:44,True
159,Pharmacie Atlas 159,08:30:00,20:30:00,True,159,159,159,2025-05-01T17:55:43,True
160,Pharmacie Al Shifa 160,08:30:00,20:30:00,False,160,160,160,2025-04-20T20:22:14,True
161,Pharmacie Al Anouar 161,08:30:00,20:30:00,True,161,161,161,2024-11-04T18:41:02,True
162,Pharmacie Atlas 162,08:30:00,20:30:00,False,162,162,162,2024-10-12T19:08:05,True
163,Pharmacie Atlas 163,08:30:00,20:30:00,True,163,163,163,2025-03-07T10:50:34,True
164,Pharmacie Al Amal 164,08:30:00,20:30:00,True,164,164,164,2024-05-27T15:51:18,True
165,Pharmacie Al Amal 165,08:30:00,20:30:00,True,165,165,165,2025-02-05T20:14:55,True
166,Pharmacie Marrakech 166,08:30:00,20:30:00,True,166,166,166,2024-07-01T12:34:07,True
167,Pharmacie Al Kawtar 167,08:30:00,20:30:00,True,167,167,167,2025-10-13T18:23:06,True
168,Pharmacie Al Anouar 168,08:30:00,20:30:00,False,168,168,168,2024-10-18T13:58:39,True
169,Pharmacie Al Anouar 169,08:30:00,20:30:00,True,169,169,169,2025-12-10T18:26:07,True
170,Pharmacie Centrale 170,08:30:00,20:30:00,True,170,170,170,2024-05-16T09:06:15,True
171,Pharmacie Al Salam 171,08:30:00,20:30:00,True,171,171,171,2025-08-12T18:47:44,True
172,Pharmacie Al Salam 172,08:30:00,20:30:00,False,172,172,172,2024-07-21T09:53:31,True
173,Pharmacie Anfa 173,08:30:00,20:30:00,False,173,173,173,2025-01-23T13:13:28,True
174,Pharmacie Al Kawtar 174,08:30:00,20:30:00,True,174,174,174,2025-02-22T13:34:57,True
175,Pharmacie Al Amal 175,08:30:00,20:30:00,True,175,175,175,2025-05-07T09:54:52,True
176,Pharmacie Al Kawtar 176,08:30:00,20:30:00,True,176,176,176,2024-11-21T17:01:03,True
177,Pharmacie Al Amal 177,08:30:00,20:30:00,True,177,177,177,2024-10-07T09:53:48,True
178,Pharmacie Al Salam 178,08:30:00,20:30:00,True,178,178,178,2024-04-11T20:09:50,True
179,Pharmacie Anfa 179,08:30:00,20:30:00,True,179,179,179,2025-03-05T16:16:51,True
180,Pharmacie Centrale 180,08:30:00,20:30:00,True,180,180,180,2024-03-01T13:50:50,True
181,Pharmacie Al Anouar 181,08:30:00,20:30:00,True,181,181,181,2024-03-09T08:08:47,True
182,Pharmacie Marrakech 182,08:30:00,20:30:00,True,182,182,182,2024-08-15T20:23:32,True
183,Pharmacie Anfa 183,08:30:00,20:30:00,True,183,183,183,2025-09-08T17:02:46,True
184,Pharmacie Al Salam 184,08:30:00,20:30:00,True,184,184,184,2025-11-01T08:30:54,True
185,Pharmacie Marrakech 185,08:30:00,20:30:00,False,185,185,185,2024-08-23T15:04:57,True
186,Pharmacie Ibn Sina 186,08:30:00,20:30:00,True,186,186,186,2024-02-05T12:39:40,True
187,Pharmacie Anfa 187,08:30:00,20:30:00,True,187,187,187,2025-10-17T12:29:32,True
188,Pharmacie Anfa 188,08:30:00,20:30:00,False,188,188,188,2024-12-04T18:41:56,True
189,Pharmacie Al Salam 189,08:30:00,20:30:00,True,189,189,189,2025-08-08T14:21:52,True
190,Pharmacie Al Kawtar 190,08:30:00,20:30:00,False,190,190,190,2025-12-04T13:27:20,True
191,Pharmacie Atlas 191,08:30:00,20:30:00,True,191,191,191,2024-11-16T09:05:53,True
192,Pharmacie Ibn Sina 192,08:30:00,20:30:00,True,192,192,192,2025-02-24T19:23:51,True
193,Pharmacie Centrale 193,08:30:00,20:30:00,True,193,193,193,2025-11-04T14:22:55,True
194,Pharmacie Marrakech 194,08:30:00,20:30:00,True,194,194,194,2025-10-10T13:06:36,True
195,Pharmacie Al Salam 195,08:30:00,20:30:00,True,195,195,195,2024-11-16T11:54:06,True
196,Pharmacie Al Amal 196,08:30:00,20:30:00,True,196,196,196,2024-05-19T11:51:27,True
197,Pharmacie Al Salam 197,08:30:00,20:30:00,True,197,197,197,2025-01-06T12:44:48,True
198,Pharmacie Atlas 198,08:30:00,20:30:00,True,198,198,198,2025-01-06T10:36:42,True
199,Pharmacie Marrakech 199,08:30:00,20:30:00,True,199,199,199,2024-12-21T08:05:47,True
200,Pharmacie Al Salam 200,08:30:00,20:30:00,True,200,200,200,2025-07-15T13:10:23,True
201,Pharmacie Atlas 201,08:30:00,20:30:00,True,201,201,201,2024-01-05T10:48:39,True
202,Pharmacie Al Shifa 202,08:30:00,20:30:00,True,202,202,202,2025-08-22T14:31:38,True
203,Pharmacie Al Kawtar 203,08:30:00,20:30:00,False,203,203,203,2025-04-25T16:07:22,True
204,Pharmacie Marrakech 204,08:30:00,20:30:00,True,204,204,204,2025-11-22T17:31:33,True
205,Pharmacie Atlas 205,08:30:00,20:30:00,True,205,205,205,2024-07-20T08:00:13,True
206,Pharmacie Atlas 206,08:30:00,20:30:00,True,206,206,206,2024-05-10T13:07:00,True
207,Pharmacie Al Kawtar 207,08:30:00,20:30:00,False,207,207,207,2024-03-13T16:45:14,True
208,Pharmacie Al Salam 208,08:30:00,20:30:00,True,208,208,208,2024-07-28T19:02:27,True
209,Pharmacie Al Shifa 209,08:30:00,20:30:00,False,209,209,209,2024-06-19T14:36:25,True
210,Pharmacie Marrakech 210,08:30:00,20:30:00,True,210,210,210,2024-07-01T13:10:51,True
211,Pharmacie Anfa 211,08:30:00,20:30:00,False,211,211,211,2025-02-14T09:15:27,True
212,Pharmacie Anfa 212,08:30:00,20:30:00,False,212,212,212,2024-07-28T12:47:21,True
213,Pharmacie Al Anouar 213,08:30:00,20:30:00,True,213,213,213,2024-02-17T18:07:33,True
214,Pharmacie Al Salam 214,08:30:00,20:30:00,True,214,214,214,2025-06-24T18:52:09,True
215,Pharmacie Al Anouar 215,08:30:00,20:30:00,True,215,215,215,2024-05-07T10:38:09,True
216,Pharmacie Ibn Sina 216,08:30:00,20:30:00,True,216,216,216,2025-08-25T17:48:37,True
217,Pharmacie Al Kawtar 217,08:30:00,20:30:00,True,217,217,217,2025-03-15T09:30:28,True
218,Pharmacie Atlas 218,08:30:00,20:30:00,True,218,218,218,2024-06-17T09:19:29,True
219,Pharmacie Al Kawtar 219,08:30:00,20:30:00,True,219,219,219,2024-06-27T12:04:41,True
220,Pharmacie Ibn Sina 220,08:30:00,20:30:00,False,220,220,220,2025-10-18T20:47:57,True
221,Pharmacie Al Shifa 221,08:30:00,20:30:00,False,221,221,221,2024-06-20T15:32:09,True
222,Pharmacie Al Shifa 222,08:30:00,20:30:00,False,222,222,222,2024-06-23T09:32:41,True
223,Pharmacie Centrale 223,08:30:00,20:30:00,True,223,223,223,2024-12-15T15:33:33,True
224,Pharmacie Anfa 224,08:30:00,20:30:00,True,224,224,224,2025-06-10T14:26:49,True
225,Pharmacie Al Amal 225,08:30:00,20:30:00,True,225,225,225,2025-02-11T09:35:43,True
226,Pharmacie Marrakech 226,08:30:00,20:30:00,True,226,226,226,2025-12-28T18:58:38,True
227,Pharmacie Centrale 227,08:30:00,20:30:00,True,227,227,227,2024-10-22T10:58:22,True
228,Pharmacie Atlas 228,08:30:00,20:30:00,False,228,228,228,2024-10-23T09:19:35,True
229,Pharmacie Marrakech 229,08:30:00,20:30:00,True,229,229,229,2024-11-23T19:43:58,True
230,Pharmacie Al Salam 230,08:30:00,20:30:00,True,230,230,230,2025-09-12T08:23:19,True
231,Pharmacie Centrale 231,08:30:00,20:30:00,True,231,231,231,2025-08-07T11:08:09,True
232,Pharmacie Ibn Sina 232,08:30:00,20:30:00,True,232,232,232,2024-09-25T16:53:47,True
233,Pharmacie Al Salam 233,08:30:00,20:30:00,True,233,233,233,2025-10-05T17:24:09,True
234,Pharmacie Centrale 234,08:30:00,20:30:00,True,234,234,234,2024-12-15T08:26:23,True
235,Pharmacie Al Anouar 235,08:30:00,20:30:00,False,235,235,235,2025-12-26T15:14:34,True
236,Pharmacie Al Anouar 236,08:30:00,20:30:00,True,236,236,236,2025-04-12T18:36:28,True
237,Pharmacie Al Kawtar 237,08:30:00,20:30:00,True,237,237,237,2025-09-17T14:10:52,True
238,Pharmacie Al Anouar 238,08:30:00,20:30:00,True,238,238,238,2025-01-21T15:55:23,True
239,Pharmacie Al Salam 239,08:30:00,20:30:00,True,239,239,239,2024-05-03T20:10:17,True
240,Pharmacie Al Kawtar 240,08:30:00,20:30:00,True,240,240,240,2025-02-08T15:56:22,True
241,Pharmacie Al Shifa 241,08:30:00,20:30:00,False,241,241,241,2024-07-17T13:15:24,True
242,Pharmacie Ibn Sina 242,08:30:00,20:30:00,True,242,242,242,2024-01-11T09:53:45,True
243,Pharmacie Al Amal 243,08:30:00,20:30:00,True,243,243,243,2024-01-10T15:44:53,True
244,Pharmacie Centrale 244,08:30:00,20:30:00,False,244,244,244,2025-10-01T09:01:16,True
245,Pharmacie Al Anouar 245,08:30:00,20:30:00,True,245,245,245,2025-02-25T12:15:19,True
246,Pharmacie Ibn Sina 246,08:30:00,20:30:00,True,246,246,246,2024-07-21T20:39:29,True
247,Pharmacie Ibn Sina 247,08:30:00,20:30:00,True,247,247,247,2025-10-18T08:40:32,True
248,Pharmacie Anfa 248,08:30:00,20:30:00,True,248,248,248,2024-05-14T08:39:22,True
249,Pharmacie Al Anouar 249,08:30:00,20:30:00,False,249,249,249,2024-11-22T09:33:23,True
250,Pharmacie Ibn Sina 250,08:30:00,20:30:00,True,250,250,250,2025-08-02T18:24:23,True
251,Pharmacie Atlas 251,08:30:00,20:30:00,True,251,251,251,2025-02-12T11:46:42,True
252,Pharmacie Ibn Sina 252,08:30:00,20:30:00,True,252,252,252,2024-01-12T16:21:52,True
253,Pharmacie Centrale 253,08:30:00,20:30:00,False,253,253,253,2025-11-06T20:08:04,True
254,Pharmacie Al Kawtar 254,08:30:00,20:30:00,True,254,254,254,2025-04-02T20:12:56,True
255,Pharmacie Al Shifa 255,08:30:00,20:30:00,True,255,255,255,2025-09-13T16:30:16,True
256,Pharmacie Al Shifa 256,08:30:00,20:30:00,True,256,256,256,2025-06-28T20:03:55,True
257,Pharmacie Al Amal 257,08:30:00,20:30:00,True,257,257,257,2024-06-14T14:47:28,True
258,Pharmacie Marrakech 258,08:30:00,20:30:00,True,258,258,258,2024-08-23T15:23:59,True
259,Pharmacie Al Salam 259,08:30:00,20:30:00,True,259,259,259,2024-12-14T09:27:38,True
260,Pharmacie Centrale 260,08:30:00,20:30:00,True,260,260,260,2025-02-03T13:42:18,True
261,Pharmacie Atlas 261,08:30:00,20:30:00,False,261,261,261,2025-03-23T15:22:28,True
262,Pharmacie Al Shifa 262,08:30:00,20:30:00,True,262,262,262,2025-05-21T20:03:04,True
263,Pharmacie Marrakech 263,08:30:00,20:30:00,True,263,263,263,2024-01-05T17:43:50,True
264,Pharmacie Al Kawtar 264,08:30:00,20:30:00,True,264,264,264,2024-02-08T20:41:23,True
265,Pharmacie Al Amal 265,08:30:00,20:30:00,False,265,265,265,2024-10-05T18:28:23,True
266,Pharmacie Al Amal 266,08:30:00,20:30:00,False,266,266,266,2024-10-05T16:23:25,True
267,Pharmacie Al Amal 267,08:30:00,20:30:00,True,267,267,267,2024-02-01T19:11:31,True
268,Pharmacie Al Salam 268,08:30:00,20:30:00,False,268,268,268,2024-05-25T12:45:28,True
269,Pharmacie Al Anouar 269,08:30:00,20:30:00,True,269,269,269,2025-04-04T10:54:04,True
270,Pharmacie Al Kawtar 270,08:30:00,20:30:00,True,270,270,270,2025-02-26T18:54:20,True
271,Pharmacie Al Amal 271,08:30:00,20:30:00,True,271,271,271,2025-05-28T10:45:45,True
